"","X.GSM2184194.","X.GSM2184195.","X.GSM2184196.","X.GSM2184197.","X.GSM2184198.","X.GSM2184199.","X.GSM2184200.","X.GSM2184201.","X.GSM2184202.","X.GSM2184203.","X.GSM2184204.","X.GSM2184205.","X.GSM2184206.","X.GSM2184207."
"TMEM154",8.76005475,8.558382536,8.444344443,10.54837425,10.45321482,10.89687823,10.61556357,10.56491457,11.09973386,10.45367223,10.62816614,8.819691993,8.761617167,8.843253275
"TIGD4",5.912679206,5.382043503,5.359593199,5.568075191,5.66034505,6.085582058,6.212736236,6.27203507,6.18951841,5.653171629,5.528045358,5.283148015,5.302320445,5.945907429
"ANXA2P1",9.524813183,8.702408766,8.914643877,8.960480125,9.168758095,10.10214593,9.153289701,9.662163622,9.927022095,9.137606644,9.151958995,8.632363009,8.607595122,9.289974686
"RNF175",5.869782641,5.286780735,5.2044418,4.96567643,4.992349161,5.508431953,5.528367472,5.628942171,5.463003594,4.966003461,5.139239022,5.26054553,5.225297651,5.755696906
"SFRP2",10.74085395,10.16519045,10.2908037,5.441454054,5.4949618,5.95233501,5.97357533,6.065974244,5.686957983,5.216673925,5.09488952,9.847495625,10.20407354,10.69101056
"DCHS2",5.472734966,4.847654872,4.997933255,4.84299215,4.842181506,5.431914728,5.391572907,5.380830359,5.36586308,4.77472628,4.817087805,4.875987769,4.812891421,5.41897746
"PLRG1",10.91429018,10.712681,10.69530683,10.87710566,10.70461809,10.79332915,10.68985831,10.90547656,10.68386891,10.6972556,10.84784527,10.62350491,10.71697302,10.86132426
"FGA",5.542395596,4.717654,4.749589214,4.764399034,4.712887077,5.549925862,5.534053228,5.537626042,5.51591817,4.735714023,4.751123296,4.67600827,4.720670687,5.541821867
"FGG",5.020075334,4.535902669,4.423807808,4.431354151,4.472489427,5.016363494,5.014512728,5.051873088,5.016341245,4.473169128,4.440501836,4.530141226,4.46704068,5.048782919
"MAP9",4.916523698,4.334929586,4.331661304,4.281744282,4.260830346,4.91905207,4.941445702,4.944498831,4.956254964,4.30196641,4.377654987,4.247582975,4.312025793,4.912541153
"ASIC5",5.123919723,4.673897915,4.617892937,4.621879417,4.70459919,5.085578925,5.167459654,5.178089879,5.134888865,4.579385586,4.644351343,4.622486018,4.575101596,5.174984056
"CTSO",7.911844202,7.097098421,7.01420065,5.446149261,5.537099894,7.074166889,8.153913962,8.217076725,7.228253204,5.59994506,5.655505391,7.165255041,7.266458783,8.021763491
"PDGFC",10.25857956,9.443667418,9.440116426,8.833060966,8.853873188,9.725893566,9.611102122,9.560665858,9.777832935,8.998200711,8.992771858,9.610340269,9.610488971,10.20026319
"GASK1B",9.057720139,8.683462366,8.676531083,6.962437962,7.49396416,7.295865619,7.243472656,7.094315512,7.706752108,7.226058597,6.964913521,8.961360938,9.021429208,9.419332219
"C4orf46",9.927421538,8.921642693,8.95802231,9.303141309,9.22323137,10.07814405,10.00238754,9.944279757,10.10227711,9.31364092,9.394477572,9.140850178,9.073072414,10.06308267
"PPID",8.344555478,7.599631126,7.355651866,8.126529729,7.84949539,8.412294043,8.616155121,8.39164271,8.553088795,7.853599372,8.190585957,7.573178787,7.507879232,8.408036788
"SPMIP2",5.006040594,4.335146586,4.343382527,4.4213433,4.498382532,5.003527028,5.081441027,5.031047254,5.014282806,4.544761852,4.393072986,4.380321488,4.377915234,4.955705928
"FSTL5",4.876035998,4.437899861,4.514589542,4.521178714,4.464674104,4.87110648,4.928309122,4.881338582,4.922587129,4.628515988,4.589672188,4.508641219,4.500278931,4.878870402
"NAF1",8.905340896,7.742937608,7.721397178,8.581584192,8.59824544,9.556341798,9.318631682,9.431847808,9.56830295,8.606559323,8.748006359,7.788259696,7.783178876,8.804936593
"NPY1R",4.706150589,4.374596115,4.396963055,4.250210639,4.402907998,4.681129349,4.697213005,4.648549855,4.655566817,4.365517924,4.35024737,4.390243072,4.295578348,4.679287993
"TKTL2",6.235534448,5.737982196,5.684317343,5.664231014,5.682328932,6.204887171,6.217048063,6.302995723,6.026459354,5.735490113,5.653631677,5.622988162,5.545847906,6.338774122
"MARCHF1",5.407031673,4.908536966,4.991342536,4.900643149,4.901853961,5.226621336,5.27773353,5.281095227,5.254591348,4.941300661,4.932705472,5.158269111,4.893431547,5.315977317
"ANP32CP",10.44378209,9.234643878,9.212345593,9.607570097,9.531693157,10.86935282,10.54739652,10.61790001,10.82416428,9.565284522,9.624319178,9.046200723,9.063543143,10.43027966
"TRIM61",6.045778088,6.067353377,5.746446299,6.235642458,5.932603623,6.258693244,6.048628827,6.212591879,6.229765659,5.948803326,5.959272304,6.140226522,6.056810896,6.330286992
"TMEM192",9.378040473,8.74675311,8.742514408,8.861174173,9.030995249,9.399478472,9.590328494,9.500239451,9.485496692,9.032757546,9.076913673,8.664823264,8.783928986,9.358062388
"GK3",10.88868574,9.803088368,10.02474606,9.931806962,10.27945759,10.95324929,10.77975375,11.1496063,10.91674214,10.04629824,10.09226467,9.559295476,9.783110256,10.84967314
"SPOCK3",5.426662277,4.74259093,4.815439316,4.780448739,4.747240463,5.405842647,5.406102117,5.333268694,5.449588889,4.8604967,4.757983933,4.604557944,4.731519663,5.437900646
"DDX60",6.999239622,6.121091897,6.125937929,5.820799104,6.046210169,6.977539537,7.230308065,7.21357653,7.644285937,5.925896182,5.86093565,6.212200284,6.281399714,7.053137727
"DDX60L",6.61547591,6.551080827,6.564857574,7.16548813,7.458993041,7.336306482,7.374806135,7.318537563,7.749309088,7.310914732,7.309546798,6.752091542,6.73189829,6.802987302
"CBR4",7.17414086,6.131089328,6.072853513,6.907004189,7.031797886,8.210427296,8.065441947,7.970851436,8.464737071,7.065573111,7.192657071,6.186689298,6.203347161,7.252965338
"SH3RF1",9.059430431,7.818384786,7.753158486,8.515777658,8.562913067,9.351757942,9.50197413,9.266232052,9.593442112,8.530325145,8.544200416,8.127265241,8.143621646,9.112254376
"NEK1",7.871879249,7.534414143,7.240475969,7.261525948,7.289978032,7.662216663,7.681719723,7.564992116,7.92426325,7.291052801,7.340965925,7.465033236,7.470783327,7.848715236
"HPF1",8.244851487,7.910280158,7.695298912,7.862533171,7.762712078,8.48638538,8.563717256,8.213392518,8.388552655,7.990787523,7.940221909,7.942308034,7.930684121,8.301850567
"MFAP3L",5.987660498,5.455517509,5.391094383,4.991712352,4.939087386,5.373089062,6.229649375,6.148360213,5.464383135,5.036717083,4.836231641,5.705455263,5.453030539,6.218690072
"AADAT",9.906426586,9.384760148,9.360305698,9.579757311,9.557480437,9.946635595,9.78903044,9.725429773,9.977029604,9.626159845,9.493722936,9.468182881,9.525754827,9.814157823
"HSP90AA6P",10.72577846,9.191373215,9.275149719,9.275462352,9.449394028,10.82785907,10.27726856,11.01704148,10.88830351,9.558092026,9.50308854,9.124722937,9.118487061,10.45188125
"HMGB2",9.372249168,8.837260647,8.730626921,8.990936064,8.694358352,9.757933358,9.110907916,9.172357522,9.583123538,8.690344619,9.019779093,8.332382838,8.488775662,9.042980718
"SCRG1",5.2291698,4.804847934,4.747098732,4.777918678,4.735936624,5.242206515,5.190159614,5.292902492,5.333453606,4.766300714,4.745261196,4.709194078,4.770061009,5.412927528
"HAND2",6.886737456,6.076186857,5.976918244,6.155680875,6.046617781,7.207834817,8.965225848,8.860958946,7.180620938,6.065846113,6.049356988,5.976726887,5.920832157,6.979449603
"FBXO8",9.503036415,8.740756245,8.722882879,8.523296358,8.658109206,9.239584809,9.356739943,9.15720318,9.275757005,8.597884282,8.50962629,8.874833935,8.873006522,9.370632828
"HPGD",5.56618082,4.796255611,4.870225932,4.876794168,4.853991736,5.578944204,5.691808099,5.535733522,5.658445022,4.87362965,4.908931781,4.878502483,4.963357254,5.683890913
"GLRA3",5.030195877,4.549028328,4.559140331,4.705396522,4.496143709,5.170144486,5.048204499,5.071553585,5.06133536,4.510738973,4.557429014,4.552087798,4.514169786,5.078704716
"GPM6A",5.926074003,5.040901316,4.936436902,5.016688523,4.903897685,5.885643192,5.854654158,5.797147214,5.832576632,4.966173395,5.008279493,4.931464346,5.093341745,5.905482284
"SPATA4",5.42234587,4.802353415,4.860461408,5.055580174,5.132971362,5.756032881,5.525164237,5.451984217,5.771084187,5.087327972,4.990047853,4.868072087,4.88978633,5.418971187
"ASB5",5.596605931,5.136888154,5.343131139,5.680956863,5.855693465,5.996795509,5.693139775,5.739461834,6.408691719,5.935802987,5.8244322,5.189781962,5.146292912,5.614909662
"VEGFC",10.85683055,10.00758304,9.990573692,10.04234061,10.07863785,11.13219075,10.74119804,10.73871206,11.08759602,10.07079753,10.06549713,10.09914985,10.09531291,10.95388839
"AGA",9.207312331,8.806106546,8.678762225,9.407964752,9.434409579,10.21994327,9.656404744,9.459242456,10.54895141,9.367777357,9.341022735,8.81478274,8.86091124,9.293894819
"TENM3-AS1",9.270649919,8.048638369,8.096790943,8.113659098,8.19438216,9.09671425,9.311218834,9.345866272,9.342676487,8.258566694,8.146133042,8.323776666,8.253705414,9.411480416
"DCTD",11.59598849,10.65536238,10.6545357,10.78120349,10.7401465,11.76141011,11.65941159,11.6737938,11.72111012,10.70383007,10.86735413,10.64096262,10.69512958,11.61972824
"WWC2-AS2",5.507975111,4.884632399,4.881969606,4.881927004,4.835480319,5.535816914,5.486384573,5.373771027,5.456804954,4.906195929,4.859074679,4.961919496,4.842594826,5.449616929
"CLDN22",5.287452387,4.85591017,4.885247648,4.967160192,4.848907762,5.226136868,5.307952954,5.301587746,5.227231954,4.787420838,4.909610701,5.010565276,4.796337253,5.263001975
"CLDN24",4.802518745,4.282403934,4.302055633,4.408162859,4.386431354,4.881069065,4.981802394,4.880310881,4.880095824,4.395196652,4.48518553,4.297233057,4.367534284,4.806446701
"ENPP6",5.511950044,4.840089618,4.815516639,4.834881912,4.875290286,5.47729356,5.377643512,5.454651049,5.349251059,4.758351742,4.936580069,4.719051953,4.922751068,5.436817601
"LINC02363",6.453953014,6.037350596,5.934330804,6.199175085,5.992427308,6.506714997,6.400566604,6.570296563,6.469628556,6.111948836,5.870240133,5.832736581,5.980947128,6.41482846
"IRF2",10.40720357,9.204254831,9.239032697,9.292809517,9.329767492,10.51548329,10.74164693,10.62950939,10.61578352,9.43114037,9.210597538,9.45924364,9.393607736,10.40309254
"CASP3",8.813593226,8.769803845,8.670164702,8.666827206,8.36360355,8.756405622,8.855322965,8.973785718,8.735588807,8.399680849,8.600281727,8.690317214,8.862587108,9.080590317
"CENPU",10.5358967,9.284931028,9.228946306,9.142795246,9.020888484,10.28526895,10.02999065,9.993386949,10.22214304,9.104570318,9.129148982,9.079397771,9.197245301,10.18746505
"ACSL1",9.628463276,9.204784277,9.202921986,9.578330421,9.503629513,9.923185699,10.14218986,10.02051942,10.10025741,9.563709802,9.619175346,9.384683345,9.300083712,9.899415465
"SLED1",5.945380531,5.387966871,5.510120769,5.682714065,5.556635971,6.138599271,6.034935152,6.189545879,6.07827067,5.557201539,5.507387373,5.418087632,5.288851089,6.119452545
"CFAP97",11.11218977,10.31890698,10.39936283,10.77113499,10.70123626,11.4792698,11.24459415,11.3611881,11.50630583,10.75835079,10.65367686,10.36061104,10.31967859,11.02735502
"LRP2BP",5.338756625,4.796108833,4.806416124,4.725263863,4.792140072,5.372771892,5.295597047,5.272048377,5.282153683,4.795658229,4.730999017,4.751878818,4.69436232,5.354264608
"UFSP2",9.547043216,8.660712273,8.633914377,8.550706607,8.36594201,9.424377717,9.137450183,9.186848715,9.478503414,8.409610439,8.675837431,8.670891226,8.683519169,9.402389687
"CCDC110",5.059061102,4.509803038,4.460193437,4.519506222,4.381598186,5.003695263,5.038451015,4.998211978,5.023930934,4.395743789,4.452267159,4.40462944,4.427222798,5.042171004
"PDLIM3",5.852314092,5.398188069,5.3844286,5.556825599,5.32733465,5.787650364,5.891502511,5.854712007,5.671183969,5.418290572,5.359597396,5.418476869,5.67361499,5.786479038
"SORBS2",6.719703294,6.308785811,6.201970228,5.501969697,5.391364394,5.861546076,6.60497911,6.618254927,6.006880267,5.579676798,5.470899757,6.271841839,6.562886359,6.882723268
"FLJ38576",7.621950393,7.131502009,7.235958173,6.982052681,7.220303461,7.52950121,7.591989175,7.605811663,7.398537785,6.890785593,7.106367617,6.957317799,7.02376048,7.760173459
"MTNR1A",6.028280202,5.516228092,5.638829122,5.429814432,5.464817754,5.883047404,5.865739048,5.854479254,5.795339279,5.394033477,5.475075091,5.45419715,5.406805013,6.053803855
"FAT1",9.266906658,8.508545927,8.580100783,5.725889961,5.865191266,6.32718559,6.63097823,6.232725585,6.389582098,6.00229111,5.821122712,8.653504348,8.528062043,9.174604394
"TRIML2",6.561960805,5.422464432,5.36302519,5.511920214,5.414537634,6.412484408,6.394306476,6.398950219,6.469860474,5.558502356,5.342718791,5.335960394,5.383544027,6.366893397
"LINC01667",5.55151591,5.137015091,5.081607217,5.184579404,4.921057249,5.332360799,5.607695283,5.422585747,5.513909583,5.03309593,4.943908173,5.113786492,5.074203441,5.74693787
"HMX1",8.255207752,7.358544973,7.476703594,7.323110114,7.34285842,8.076617287,8.128350515,8.197571539,8.03548715,7.385376752,7.469174886,7.286664229,7.166359527,8.213513287
"LOC389834",5.726107688,5.128775138,5.245010205,5.505503315,5.630758639,6.053043032,5.863946642,6.01823969,5.925777825,5.630937595,5.773815141,5.111501029,5.103008462,5.782525332
"PLEKHG4B",9.127723508,8.562872643,8.227888738,6.792419213,6.529762478,7.543580685,7.461734682,7.758274088,7.541922908,7.170078754,6.493395983,8.362385273,8.433051398,9.189538172
"LRRC14B",7.005625857,6.278427518,6.479933846,6.325384519,6.171467794,6.911571665,6.924081432,6.893531634,6.927020682,6.43212875,6.263326693,6.309074411,6.522888708,6.927403853
"SDHA",12.07057428,11.38678014,11.33801677,11.36441854,11.27350037,12.01924811,11.96495356,11.83770095,12.02981981,11.27190174,11.31713702,11.338949,11.40180133,12.05166501
"EXOC3",9.672334075,8.539291195,8.482422391,8.230501263,8.318397979,9.37205155,9.467416936,9.290308966,9.425243076,8.268420748,8.383578217,8.595258355,8.587334469,9.633137183
"CEP72",8.675655574,7.736840279,7.774034957,7.699626829,7.716076296,8.311567549,8.618342082,8.37587736,8.333865242,7.627347441,7.61697844,7.76040063,7.776133055,8.500512973
"TRIP13",12.07884351,11.27073448,11.30068568,11.07062217,10.96934216,11.41308782,11.76682013,11.76569367,11.32518038,11.05412207,11.02619374,11.23307471,11.23550842,11.91968372
"NKD2",6.902699589,6.609812946,6.432758029,6.616977588,6.384228642,6.840128255,6.715096592,6.952361919,6.81525931,6.379765837,6.26983474,6.35084114,6.335192,6.758754796
"SLC6A19",6.807640743,6.197161152,6.224689731,6.204165298,6.098550648,6.887497562,6.785522559,6.787977346,6.868588291,6.073269034,6.047501082,6.261938571,6.020374302,6.839165018
"SLC6A18",6.660383106,6.050178251,6.068774264,6.14219028,5.975500543,6.560571605,6.483964327,6.659365546,6.567689695,6.032918149,5.951676148,6.108224495,6.092788425,6.582346302
"NDUFS6",9.957232974,9.579686805,9.467105234,9.490206973,9.390993032,9.708241013,10.23766796,9.870821864,9.787648264,9.31249234,9.48630551,9.48236876,9.551066746,10.08474488
"IRX2-DT",7.427962448,7.06394554,6.840717334,6.889379019,6.802362419,7.363188692,7.347402206,7.422042584,7.056865497,6.681287001,6.776967673,6.563479554,6.861356337,7.433586844
"IRX1",7.867042346,7.186303034,7.186457935,7.153053808,7.218422083,7.8575069,7.890099107,7.908920181,7.636682078,7.149137468,7.109689311,7.008792352,7.083288311,7.850536568
"ADAMTS16",7.999408402,7.405405938,7.297112913,7.120308015,7.047417878,7.655281294,7.581956399,7.573984102,7.624566115,7.003160266,6.934786661,7.305965743,7.40099219,7.984089521
"ICE1",10.05741256,9.203723809,9.233425203,9.152764219,9.046319024,9.981580427,9.995130754,9.959940794,10.03201223,9.084881735,9.258270679,9.24122409,9.259964565,9.967436024
"SRD5A1",11.0219409,10.49152838,10.59847943,9.981191723,9.896079265,10.8443235,10.97413602,10.94175137,10.75873103,9.935751423,10.03630506,10.56929167,10.5771781,11.24304857
"TENT4A",10.99215781,10.16432097,10.18691814,9.902788628,9.85757099,10.69539581,10.85594454,10.80833449,10.79923951,9.838294819,9.791099127,10.10528566,10.03788591,10.86651221
"ADCY2",6.522487679,6.22356216,6.224344865,6.261788415,6.361952264,6.615237702,6.443287468,6.711418649,6.532911339,6.489872534,6.307565696,6.151706822,6.150307616,6.480428178
"MTRR",11.8180722,11.13547678,11.16742697,11.15611927,11.12060498,11.41919658,11.75722298,11.65787236,11.48234218,11.141182,11.07766597,11.22253065,11.22420959,11.86570881
"CCT5",12.61170124,12.05971179,12.10699185,11.91429856,11.7832076,12.21479112,12.41959812,12.33204509,12.21616949,11.91188213,12.07371126,12.08682391,12.13108103,12.54446401
"MARCHF6",11.53459545,11.09075483,11.07617324,10.97773248,10.89515739,11.50209816,11.68291696,11.71660432,11.69793623,10.86064747,10.8942298,11.06425684,11.07280353,11.62303603
"ROPN1L",7.701159425,7.080083682,6.951728606,6.791905085,7.201511895,7.412211642,7.620390019,7.741501535,7.581123745,7.089082597,6.859512544,6.987041427,6.902111126,7.708078755
"ANKRD33B",8.198270635,7.638678871,7.705746105,7.585126479,7.562785863,8.120585652,8.160637574,8.22754611,8.011208147,7.592878507,7.641654295,7.621491532,7.531767756,8.186843874
"TRIO",11.30412917,10.53733906,10.53417677,9.989492058,9.989210408,10.71332261,10.80448582,10.68688697,10.8587118,9.81539916,9.942876722,10.58728325,10.493606,11.31609164
"OTULINL",6.657260968,5.820437325,5.931891588,5.387466495,5.308504635,5.96559977,6.155304017,6.236155915,6.123778776,5.436521252,5.406439713,5.704613742,6.073853095,6.991445631
"OTULIN",9.770460735,8.939114198,8.832167525,8.674712341,8.507672824,9.333343783,9.564036564,9.396509822,9.426886641,8.630054223,8.555623301,9.036428636,8.980371582,9.790038305
"FBXL7",10.09887063,8.747256081,8.806269459,6.665210168,6.565786662,7.122909596,10.17529497,10.03010668,7.1942848,6.582677104,6.265794669,8.836275163,8.691600543,10.12611899
"BASP1",10.66189122,10.08226462,9.856662466,8.14866959,7.814144109,8.561064136,8.648513121,8.715970287,8.541652478,7.736928186,8.02057341,10.06247602,10.1883751,10.74696961
"PMCHL1",4.960332531,4.319628026,4.593187673,4.398703242,4.52500539,4.874755311,4.837983378,4.897278969,4.846048137,4.459882784,4.347632982,4.44779306,4.397606593,4.97893976
"PRDM9",4.947129717,4.486806332,4.487669773,4.537258772,4.544148208,5.087536153,5.054843639,5.177473603,5.127892604,4.525215569,4.412795005,4.568783982,4.473553424,4.930026773
"LINC02899",5.257048479,4.884152002,4.790860376,4.940480178,4.862714438,5.2003032,5.165546688,5.206113818,5.205332064,4.972171596,4.99300491,4.878197619,4.796917242,5.106222753
"LSP1P3",6.755762541,6.036177914,6.023653097,6.047041288,5.973392738,6.475667639,6.345003999,6.267953942,6.564950645,5.978270395,5.763052377,6.035411775,5.994271355,6.584939356
"CDH6",5.519151302,4.930232859,5.034635408,4.971865709,4.871947821,5.337503343,5.343858533,5.41689497,5.46045624,4.853721589,4.746966359,4.920190797,4.927135524,5.480344816
"C5orf22",10.99170724,10.58737644,10.67226112,10.2032676,10.29019398,10.52365414,10.96256366,11.08032659,10.68365437,10.30631489,10.18952388,10.69054647,10.72289664,11.05016295
"PDZD2",7.039978018,6.280057131,6.129790664,5.769417463,5.61867472,6.44524025,7.092964563,6.832367073,6.53703035,5.608942603,5.704518019,6.040286191,6.19125998,6.893845429
"SUB1",12.1421805,11.66673134,11.65895024,11.59364244,11.63612263,12.14155202,11.9937909,12.04734033,12.01637896,11.64211553,11.54298576,11.70474462,11.7018897,12.09855911
"NPR3",6.29868202,5.827106466,5.690646784,5.213454205,5.416126865,5.72781333,5.822916859,5.813713801,5.771327805,5.313084974,5.482532914,5.666840606,5.799871729,6.526021434
"TARS1",11.10814781,10.87806596,10.73556048,10.75187369,10.58010152,10.73255991,10.9953659,10.88312109,10.81901192,10.64815695,10.73003218,10.82486534,10.90114727,11.14114508
"RXFP3",7.492063439,7.027712011,7.120227338,7.149768972,6.923654558,7.575047816,7.446904024,7.667545215,7.445604588,6.898517093,6.803692274,6.995869727,6.759227314,7.477856386
"RAI14",10.6986236,10.14281644,10.13599064,9.760816764,9.775965314,9.991154508,10.65810768,10.54778508,10.15750929,9.753977642,9.72613851,10.22302707,10.22846255,10.77459844
"TTC23L",5.138036711,4.523522052,4.529162687,4.612647069,4.4257647,4.99257241,5.128294417,5.064525772,5.150063243,4.441440485,4.478709781,4.683614385,4.575293357,5.028427573
"BRIX1",11.27903689,10.49142255,10.33604674,10.53908804,10.69968146,11.03808762,11.32190277,11.37597739,11.19253546,10.77803434,10.67159318,10.34392989,10.49981845,11.12182912
"DNAJC21",10.62803617,10.1088495,10.02536006,9.873514443,9.701825195,10.44812119,10.44802995,10.48280797,10.63362012,9.834405685,9.799559104,9.961886414,10.14753178,10.60235854
"SPEF2",5.15889781,4.608940734,4.562373797,5.158512828,5.189891019,6.690264113,5.424794774,5.440816446,6.782483057,5.228424479,5.109857097,4.512925575,4.51536108,5.259237013
"IL7R",9.620243052,8.833280537,8.582029796,11.49116827,11.48843103,12.05996098,10.11087279,10.09244954,12.25143631,11.37435663,11.47719995,8.927904076,9.111924699,9.846443914
"SKP2",12.05219174,11.54126821,11.4261987,11.49676083,11.16378133,11.82384268,11.84239855,11.70735864,11.76655174,11.1799184,11.43525889,11.33960378,11.38395966,11.96829546
"SLC1A3",10.91102872,10.59599391,10.6486022,9.723819651,9.466439658,10.065984,11.24504787,11.20958016,10.18061075,9.507340115,9.684848387,10.50235371,10.48760068,10.74665441
"NIPBL",9.853772497,9.64681328,9.612195531,9.3487361,9.411914388,9.720487433,9.817021622,9.824643597,9.889464973,9.291049007,9.38916886,9.641739924,9.663539742,9.969779024
"WDR70",9.399430741,8.349258088,8.38510439,8.224636047,8.062660045,9.274667686,9.160645015,9.086461038,9.175214708,8.245774154,8.358265209,8.401628813,8.460651252,9.367317932
"EGFLAM",6.004546745,5.330575057,5.261124037,5.265757928,5.175489551,5.89077741,5.858943828,5.789236709,5.80532917,5.168191566,5.247564931,5.080092577,5.160016204,5.891777324
"OSMR",11.42448357,11.01486017,11.06628805,10.84134304,10.97013783,11.3011703,12.19289892,12.18952632,11.59169287,10.93982482,10.79129322,11.11364807,11.08948999,11.6006113
"PTGER4",9.841404691,8.839930151,8.89009539,8.704573273,8.701761964,8.715675076,9.734921045,9.69145783,8.854930818,8.682641205,8.569664871,9.17828433,9.251094103,10.06939688
"CARD6",6.745633024,6.358335032,6.363416365,6.128629437,6.385259943,6.856571633,7.988148815,7.931928431,7.349027621,6.491113005,6.108577588,6.669530914,6.847875226,6.952338528
"C7",4.923057239,4.47301969,4.564857259,4.605598342,4.633309754,4.884847953,4.930297627,4.953724141,4.97769788,4.578957802,4.560598479,4.555207754,4.58785587,4.984691653
"RIMOC1",11.37449385,10.75360963,10.84697233,10.27469884,10.32921062,10.98788653,11.11164371,11.34125735,11.17084297,10.3718506,10.36711132,10.79172331,10.8258043,11.44153419
"FBXO4",9.630082782,8.943640773,8.906943438,8.721575602,8.555860413,9.636396809,9.311589751,9.549062159,9.645832225,8.551321212,8.607326258,8.759554692,8.824647368,9.296181714
"GHR",5.947245033,5.263167938,5.356994287,4.969661868,4.894187613,5.593282352,5.602870888,5.664741009,5.594374516,4.966274538,4.887558199,5.120476763,5.251731922,5.819068525
"ANXA2R-AS1",7.270516695,6.557350028,6.540078959,6.469635604,6.627025297,7.169550124,7.099653277,7.198783109,7.120557084,6.492358174,6.587733675,6.545086757,6.627406659,7.269185244
"ZNF131",10.06574782,9.91247194,9.889603886,9.875662267,9.940974582,10.04061089,10.06722555,10.15728931,10.19330004,9.851339793,9.93061434,9.895946453,9.943381462,10.14930622
"NIM1K",6.781777252,5.824669412,5.766266604,6.076144825,6.082399942,6.971262763,7.04076972,6.869709484,6.99319105,6.040227597,6.159430304,5.823081334,5.898664183,6.555366658
"NNT",10.86107596,10.31320933,10.23475067,10.30365455,10.35689365,11.14634172,10.74652147,10.62714295,11.26476892,10.25786876,10.31003181,10.30297254,10.35717567,10.94788626
"MRPS30",10.46357133,10.19823616,10.1012295,10.11709226,10.04719747,10.22405888,10.62331595,10.58862952,10.35885513,10.03003957,10.12383352,10.23366009,10.264303,10.58693042
"PARP8",8.980370326,8.558139136,8.322569259,5.438593961,5.377763814,5.541398557,5.757276014,5.823872978,5.590533717,5.498947907,5.319185425,9.016336842,8.805742601,9.293366048
"ISL1",5.691391544,4.960422082,5.01133944,4.92839162,4.816758678,5.661162298,5.557442544,5.74196666,5.548224166,4.928436186,4.880660254,4.863049867,4.972490345,5.707007241
"ITGA2",8.125118434,7.779496024,7.934897494,8.971568998,9.177501897,9.878106998,10.47702097,10.38176866,10.41287821,9.075989856,8.932298433,8.267779439,8.220528083,8.603371917
"FST",10.4443581,9.000875957,9.183427723,11.47982379,11.44366713,12.3073936,11.28796376,11.3211795,12.47220823,11.49873978,11.43396505,9.075599395,9.119333902,10.44396958
"NDUFS4",10.14751601,9.95913654,9.82407431,9.395562676,9.253695587,9.944730084,10.00286319,10.08301111,10.00380074,9.283703394,9.216023482,9.761675373,9.901645386,10.30543489
"HSPB3",5.688240154,5.364123165,5.612505017,5.061155441,5.024114236,5.514986325,5.649304798,5.703210158,5.488706079,5.271229098,5.044993449,5.290401283,5.609449494,6.023240725
"SNX18",9.499599075,8.620185455,8.65924137,8.045591068,8.025405736,8.923448804,9.125005712,8.979604577,8.830280138,7.925528756,8.123156372,8.568134519,8.64914886,9.554827885
"GZMK",4.835211973,4.169091178,4.180039931,4.0988585,4.191204396,4.822595896,4.889280118,4.795469259,4.770836571,4.229992842,4.224322359,4.125870336,4.184802311,4.923144226
"GZMA",5.342053056,5.01321618,4.949984081,4.928638947,5.001992042,5.292398165,5.458049628,5.382854194,5.498192953,5.039407992,4.90531703,4.983307986,4.849440133,5.467356782
"GPX8",11.63981264,11.08869319,11.09259219,9.90907312,9.768936171,10.57382793,10.92528069,10.98275506,10.44562129,9.879058078,9.987479025,11.13446815,11.22168811,11.56675919
"MTREX",11.89787898,11.32875421,11.25516356,11.23507257,11.12288912,11.66788886,11.95323941,11.94285442,11.67917185,11.11992859,11.3463005,11.29296113,11.29246198,11.87877803
"DDX4",5.110149745,4.571587755,4.537377627,4.616137171,4.593713522,5.166664124,5.054685158,5.188131227,5.152399789,4.652145623,4.746158511,4.636136648,4.514214953,5.077021697
"IL31RA",5.422481388,4.807188565,4.758453377,4.85988718,4.685515521,5.339155779,6.296534988,6.506321633,5.406754333,4.854991977,4.764534881,4.744259851,4.712361855,5.31465787
"MAP3K1",8.70835159,8.174476583,8.074814527,6.845892147,6.963702234,7.452989731,8.158739983,7.825544317,7.793124438,7.115140972,7.120800727,8.280287837,8.180328287,8.752710094
"SETD9",8.494042693,8.033701921,7.883912485,7.90722073,7.759951103,8.280115376,8.089546785,8.033764562,8.197143568,7.719266233,7.954684515,7.861780216,8.085910981,8.525082093
"GPBP1",10.66598772,10.10231185,9.94977328,10.03086394,10.03923317,10.55637177,10.69289508,10.52025598,10.65798247,9.999920259,10.04576796,10.08197717,10.15073907,10.73605887
"GAPT",4.949104857,4.372344473,4.400260918,4.564433981,4.587211865,4.91628824,4.990935321,4.964994706,4.944534373,4.433393666,4.469951252,4.468190373,4.447981096,4.922641753
"RAB3C",5.686811478,5.390374117,5.43338136,5.313675131,5.297942998,5.753282369,5.771557344,5.707243576,5.743805812,5.23498263,5.351186924,5.281647247,5.346424497,5.701459094
"PART1",5.209058581,4.598630368,4.538271948,4.502199011,4.6206158,5.23759938,5.239177525,5.314936641,5.227404634,4.566770542,4.53941336,4.534764794,4.594244124,5.251285761
