"","X.GSM2184194.","X.GSM2184195.","X.GSM2184196.","X.GSM2184197.","X.GSM2184198.","X.GSM2184199.","X.GSM2184200.","X.GSM2184201.","X.GSM2184202.","X.GSM2184203.","X.GSM2184204.","X.GSM2184205.","X.GSM2184206.","X.GSM2184207."
"FSIP2",5.08988782,4.549125482,4.544337678,4.588716597,4.608332365,5.086185828,5.056366486,5.043745539,5.06144081,4.731449997,4.521468729,4.484327379,4.539299947,5.014195008
"ZC3H15",11.90577653,11.23938401,11.34135496,11.53784661,11.3908254,11.83540909,11.95069107,11.90429303,11.89058776,11.52257686,11.47583871,11.31711827,11.34830844,11.84145688
"ITGAV",12.30631746,12.02717402,11.98350533,10.43741417,10.49425225,11.10762643,11.71632149,11.69611838,11.31728231,10.44619235,10.43339854,12.06501584,11.99948729,12.42608803
"FAM171B",10.80891082,10.37035268,10.31756525,9.740988046,9.876323316,11.21710252,10.93419377,10.87800214,11.38336956,9.908691938,9.601039293,10.57051435,10.58812764,11.0220921
"GULP1",10.29291536,9.392031032,9.396912054,7.837619139,7.876792563,8.974160224,8.988071968,8.891788573,9.13344661,7.9061364,7.864551917,9.458173116,9.479475487,10.33028159
"COL3A1",8.793249946,7.443752452,7.452805454,6.526858842,6.452180386,8.250939465,7.817262361,8.029215166,8.152068854,6.402598255,6.420529526,7.299907133,7.349971534,8.762027212
"WDR75",11.36814352,10.95670195,10.92879968,11.32778824,11.54935274,11.68355256,11.74847937,11.81553387,11.8124579,11.38831212,11.59466307,10.91878697,10.89598386,11.46869053
"ASNSD1",9.375397499,8.970183829,8.971118712,9.205549096,9.084332088,9.389414309,9.440655172,9.198130717,9.481200775,9.151670198,9.215384311,8.936453163,9.070945739,9.432503955
"ANKAR",5.883047404,5.146290557,5.137085743,5.263775203,5.371849899,5.952768404,5.861990962,5.902070282,6.004215209,5.241684368,5.239742454,5.255611015,5.294763389,5.842465883
"PMS1",10.41157152,9.98580861,10.02149144,10.53107847,10.40039684,10.89310455,10.83133729,10.7055019,10.94967316,10.40421458,10.47957586,9.994474929,10.00480354,10.35766908
"C2orf88",6.310334083,6.010490036,6.048667375,5.901012933,5.76814038,6.310212427,6.153398976,6.05148249,5.978275974,5.925669645,5.858502736,5.88310318,6.005152849,6.316701476
"INPP1",8.030127148,7.314291813,7.143888599,7.827527305,7.933901756,8.697352149,8.387701533,8.143939702,8.861684124,8.057980131,7.994408024,7.368166571,7.60067703,8.029701226
"MFSD6",7.888614955,7.674040574,7.317955327,7.395117052,7.571608305,7.862756278,7.818486207,7.470230857,8.085146939,7.451667934,7.579951245,7.62796811,7.97434205,8.150525492
"NAB1",7.723511943,6.621877432,6.751171855,6.293076502,6.286214503,7.726226262,8.173776928,8.140345892,7.764379625,6.482243165,6.290807038,6.746114757,6.615631975,7.761952095
"GLS",10.64306459,10.27109474,10.12349128,10.69260082,10.64974397,10.85295574,10.80657225,10.74850303,11.27656624,10.66350358,10.65789271,10.36400584,10.29300894,10.92675814
"MYO1B",7.857642629,7.036703668,7.192272992,6.759195068,6.991399719,6.667553045,7.287331187,6.961792884,7.182361519,6.967816463,7.033003663,7.161492375,7.145180932,7.910353738
"NABP1",10.61999403,9.324577193,9.18727786,9.43684534,9.687553147,10.47494962,10.72314039,10.71203834,10.71691795,9.695240763,9.492027092,9.474782549,9.407056089,10.6173656
"SLC39A10",8.614197197,8.821712266,8.497728071,9.671735145,9.381292792,9.746778273,9.729840833,9.632425701,9.891794457,9.349001155,9.596202263,8.537720905,8.785119329,8.954046372
"CCDC150",6.416459626,5.981341428,5.931826868,5.756338247,5.779780569,5.995644323,6.024665234,6.021269649,6.105493109,5.676380271,5.691868178,5.826840555,5.84045134,6.131482267
"COQ10B",11.28230544,10.76629046,10.78163612,10.61958209,10.66369413,11.29664954,11.4787392,11.36582303,11.34495276,10.77786135,10.63143908,10.83316095,10.93096342,11.36701759
"MARS2",8.722666143,7.856577045,7.813642332,9.167010816,9.148992957,9.323219531,9.392099044,9.278393002,9.414493294,9.242550053,9.233770203,7.968313618,8.140871301,8.715906377
"PLCL1",5.343563619,4.616388065,4.534740541,4.560329736,4.623348169,5.397267208,5.3505452,5.434586117,5.3905544,4.550427713,4.696887875,4.532532682,4.651310166,5.251751253
"SATB2-AS1",5.861290612,5.182356663,5.32653065,5.341842483,5.099523184,5.799910832,5.665331993,5.785367414,5.829762772,5.271836494,5.286809251,5.211246189,5.253026039,5.846188227
"C2orf69",9.310537584,8.788247682,8.863213154,9.088443601,8.950279283,9.522292751,9.456959292,9.425567254,9.52281781,9.026952115,9.022970318,8.6892776,8.697889376,9.094721728
"SPATS2L",11.55900447,10.87634976,10.76876231,11.23658433,11.01474434,11.88928813,11.56278262,11.49743348,11.85602853,11.0372787,11.2003037,10.71250815,10.78095799,11.49184229
"SGO2",10.38365456,9.473709557,9.513064508,9.462081523,9.304605212,10.09906559,9.964859132,9.933005891,10.04715018,9.39519967,9.519728401,9.395221515,9.376552024,10.18387852
"AOX1",8.991473647,8.283173531,8.230153058,8.349853485,8.715492193,9.220966078,8.462815289,8.215740907,9.568145414,8.740284505,8.428203748,8.414070216,8.453443104,9.207700778
"BZW1",11.76332019,11.13111288,11.08266939,11.47921536,11.40551452,12.05208619,11.75032118,11.77321278,12.01493805,11.42040519,11.57684083,11.13363771,11.14514108,11.68071315
"NIF3L1",9.811141118,9.003410735,8.8561141,9.229405028,9.08936701,9.783033742,9.749482741,9.612526738,9.732494676,9.213062518,9.287667928,8.972478522,8.826619188,9.624410589
"NDUFB3",8.990464441,8.51333022,8.422638583,8.507976282,8.489945637,9.052107938,9.03235308,9.031339836,9.087868481,8.534997988,8.529908706,8.394420055,8.528533321,9.015292625
"CFLAR",8.163148773,7.16540025,7.250919203,7.151286903,7.119212059,8.378613144,8.300107986,8.101561614,8.404779915,7.344512974,7.153114498,7.447070706,7.409102796,8.217887354
"CASP10",5.681323719,5.248747249,5.279955088,5.371722572,5.506912575,5.668044967,6.006754172,5.70772874,5.899154545,5.453729622,5.28821714,5.402955943,5.265383969,5.877155768
"CASP8",8.441631241,8.12911151,8.133114857,8.639615774,8.609856062,8.830140617,8.786381333,8.80348681,8.810333253,8.532951803,8.568872082,8.206180052,8.185717368,8.441425357
"CDK15",10.21690833,9.866365383,9.882378025,9.658575429,9.598120424,9.77179257,8.891765573,8.937696378,9.802606432,9.560948524,9.577799944,9.857765076,9.965944595,10.37027353
"FZD7",8.584057212,7.633597008,7.697512528,7.521812118,7.514590286,8.279330787,8.382805243,8.428406336,8.33385884,7.457843424,7.460493496,7.858099661,7.961022337,8.674160117
"KIAA2012",5.437385707,4.956104604,5.091189036,4.983104829,5.052817876,5.391191574,5.406499335,5.421479138,5.3701667,5.171882552,5.064732161,5.036977523,4.960473397,5.441816694
"NOP58",11.75864206,11.28920783,11.09319579,11.42540521,11.2758993,11.6635678,11.84134406,11.79649125,11.76841815,11.3875669,11.46467579,11.10114162,11.1826698,11.6929329
"BMPR2",11.17561465,10.47816857,10.58514873,10.2855178,10.40073628,11.37918202,11.22766006,11.15117218,11.56117829,10.1653231,10.3980614,10.56642516,10.39650483,11.24246117
"FAM117B",9.643732686,9.084111213,9.211958521,9.398583809,9.427885512,10.05982293,10.22123667,10.28219032,10.16898601,9.403137992,9.233388049,9.17402252,9.292549585,9.773493867
"CARF",7.470348021,6.960173806,6.790110772,6.745299578,6.783541682,8.153007484,7.398748536,7.230405907,8.165131556,6.687944057,6.848909096,6.817823419,6.787313797,7.081023931
"NBEAL1",8.193111205,8.184719374,8.125141557,7.8045355,7.712865701,8.188936746,8.315053044,8.359977039,8.566857126,7.923601105,7.951869617,8.310006194,8.171356291,8.339503073
"CYP20A1",9.742366489,9.264411909,9.268734954,9.391380453,9.268523886,9.667727174,9.565471347,9.648363069,9.815154681,9.313568965,9.454542941,9.210739548,9.233972292,9.655966698
"ABI2",11.0058913,10.44827598,10.38965357,10.58867565,10.52202567,11.17186768,11.15797156,11.12353861,11.1626211,10.53498168,10.5919708,10.42473621,10.44503423,10.99115602
"CD28",5.64677188,5.165870584,5.120813231,5.172228076,5.222183452,5.743365783,5.794544094,5.709075635,5.592811184,5.078197764,5.14985986,5.164804018,5.144206499,5.754449622
"CTLA4",5.274246634,4.583894312,4.662373253,4.614678055,4.590573239,5.13228438,5.267403466,5.148911774,5.209312563,4.662373253,4.61294424,4.528249268,4.544208656,5.251296091
"ICOS",4.884119998,4.314159432,4.41091093,4.502953855,4.365227857,4.943340358,4.946155189,4.971246599,4.923777681,4.466174929,4.468429186,4.449121523,4.369049207,4.976666315
"PARD3B",7.112183466,6.588295288,6.686441211,5.953812786,6.098353841,6.693970943,6.837027372,6.646502376,6.623467988,6.097374463,6.014514583,6.437683582,6.715344881,7.203918236
"NRP2",10.60156435,9.679239149,9.663184084,5.994724334,6.144424041,6.876506902,10.46422356,10.42692684,7.278944901,6.011302403,5.765926182,9.754220211,9.697013945,10.53281207
"EEF1B2",9.306715989,8.435427139,8.340935061,8.503842968,8.491969554,9.328940653,9.12259792,9.15093584,9.134690099,8.398178436,8.553716014,8.301732174,8.425913787,9.346732849
"SNORD51",6.81299455,6.505252276,6.572472307,7.227547503,7.433659303,7.034294503,7.663285345,7.63663069,7.173438023,7.468376973,7.17258917,6.734781988,6.521015307,6.97783693
"SNORA41",5.901343595,5.107801979,5.321376953,5.501525933,5.611408087,5.87649342,6.075267559,6.060407628,6.197541179,5.590343958,5.358411752,5.300309695,5.144559257,5.853426663
"ZDBF2",7.894155578,6.81325067,6.82488553,5.12418255,5.021142567,6.629759913,7.575611703,7.192222521,6.437043656,5.079291876,5.077367548,7.246880966,6.731777724,8.086365011
"ADAM23",5.375926839,4.778304293,4.882739798,4.791443866,4.755987691,5.123333563,5.264224627,5.331508994,5.105616676,4.725737298,4.831938518,4.813805861,4.828277805,5.337918089
"FASTKD2",9.021286209,8.563379536,8.386238289,9.237608096,9.002121063,9.500143491,9.368067247,9.300973795,9.620148344,9.117255777,9.326999673,8.539702639,8.658272204,8.923164584
"CPO",5.371768699,4.885043217,4.919692605,4.958804651,4.958943424,5.465895153,5.389641394,5.346377226,5.437639655,4.952415088,4.875715061,4.872155981,5.021133235,5.449538157
"CREB1",11.48572608,10.75212737,10.68286655,10.7988496,10.82773376,11.5888593,11.46558125,11.40244717,11.673746,10.88715046,10.85847357,10.7684688,10.7694139,11.44782941
"PIKFYVE",9.341224504,8.964856544,8.952320169,9.023060781,8.985909117,9.597202198,9.612838631,9.473321715,9.725777472,8.928360524,9.038425546,8.982182402,9.038998394,9.467485353
"PTH2R",5.696793493,4.740915676,4.747969634,4.731151575,4.78123609,5.609226071,5.636521114,5.570484907,5.676713915,4.877488778,4.928815809,4.826708496,4.828563285,5.601249995
"MAP2",5.414894079,4.726300541,4.7542059,4.815686807,4.822198204,5.512262802,5.269013083,5.311630131,5.539000569,4.842218137,4.880681704,4.760777453,4.698259794,5.376816665
"UNC80",6.416954286,5.788746826,5.789475658,5.674785534,5.758740745,6.489922772,6.496716357,6.621716414,6.352195677,5.531469628,5.714966713,5.508256335,5.726058641,6.397242641
"RPE",9.74161128,9.031293607,9.049792467,9.348379673,9.373449903,9.912270507,10.00729168,9.975347871,10.04603721,9.363873837,9.4938366,9.155414846,9.089456283,9.788283985
"CPS1",8.513608196,7.944710611,7.719801587,7.607022163,7.608637896,8.462024306,8.478388097,8.431692044,8.464481479,7.599621658,7.630003253,7.768391399,7.849142754,8.490003521
"CPS1-IT1",5.170027167,4.772166095,4.617984592,4.636280423,4.660282296,5.078721406,5.039773894,5.119743397,5.183090377,4.65176516,4.607565906,4.634283949,4.663262103,5.11478099
"SPAG16",8.413410453,7.135881242,7.229033083,7.095092411,7.063879531,8.311852064,8.381642532,8.313971936,8.352579667,6.987101554,7.009720845,7.13939585,7.028764284,8.406320617
"VWC2L",5.405499785,4.877056792,4.853690635,4.9353945,5.218244783,5.269270092,5.177902556,5.214842447,5.171734615,4.673909317,4.869402364,4.88028783,4.937816981,5.217118327
"ATIC",11.78753061,11.18415181,11.06261968,11.63241183,11.47174813,12.12481368,12.06558276,12.05509654,12.10470893,11.50661258,11.6547171,11.07418923,11.10872235,11.76020637
"TMEM169",6.766553702,6.045290276,6.012431506,5.997701425,5.889262544,6.607390137,6.73728431,6.763022054,6.558032892,5.916800007,5.90545116,6.083008604,5.979209582,6.865714168
"XRCC5",12.0425891,11.54007211,11.42088317,11.5141441,11.43564774,12.09385233,12.02317117,11.99216799,12.05321483,11.42557436,11.62444466,11.33744132,11.45685008,11.93707367
"LINC01963",9.734882535,9.056375894,8.99851192,8.431504759,8.34987255,9.528191417,8.93144189,9.091923046,9.326415951,8.093216214,8.630823515,8.925053022,8.84115862,9.658305822
"SMARCAL1",10.12926867,9.255669765,9.188865124,9.27503284,9.208449108,10.09481435,10.05067839,9.907924015,10.09936228,9.245293023,9.147514165,9.259610622,9.269493256,10.03322783
"RPL37A",10.23572128,10.22208705,10.03878094,10.3826828,10.36265545,10.43171319,10.33713553,10.31172992,10.50065245,10.39494225,10.43998219,10.32974047,10.25239856,10.20785079
"IGFBP2",7.903096704,7.080656134,6.935373657,11.49956064,11.36755903,13.01866054,12.50421118,12.41339452,12.87572536,11.21135673,11.70202705,7.04554044,7.108065379,8.0430255
"RUFY4",6.897731098,6.234441324,6.144361592,6.179422867,6.146939006,6.674107694,6.670400507,6.838569408,6.721961476,6.156521492,6.102699872,6.149216327,6.17556813,6.809336593
"CXCR2",5.362357714,4.670222308,4.639482038,4.714263657,4.780952119,5.324553394,5.213293584,5.18656185,5.302451949,4.703396323,4.710953399,4.684504837,4.652826738,5.259389068
"ARPC2",13.38111652,12.79648535,12.89453033,12.67638676,12.66532568,13.26101558,13.28709564,13.37824879,13.22922245,12.65164225,12.61867418,12.80720375,12.80612122,13.29914193
"GPBAR1",6.953497869,6.576731003,6.519979305,6.40451945,6.30783462,6.810361769,6.786194982,6.987885776,6.79067483,6.319552564,6.380629893,6.42584105,6.324381915,7.129478038
"PNKD",9.06710384,8.060274138,7.951267888,8.199915287,8.31324793,9.425910144,9.169450695,8.990410347,9.271135023,8.317496014,8.123224189,7.913590773,8.007701775,8.936117417
"CATIP",6.952284031,6.168418437,6.371817135,6.153258716,6.010800833,6.769152802,6.709858483,6.676016604,6.635306451,6.181766289,5.948037343,6.269592833,6.189462311,6.861855971
"SLC11A1",6.693581616,6.241706477,6.086009337,6.14317279,5.981263161,6.573986871,6.316107501,6.641120581,6.505145802,5.964710516,6.019357295,6.075069602,6.095429981,6.644193008
"CTDSP1",9.669815506,8.416850586,8.272946954,8.829243569,8.738556919,10.42750545,9.96618597,9.829161257,10.27412929,8.771541123,8.874894024,8.376596165,8.587629505,9.661724885
"MIR26B",5.595602088,4.8894992,4.93482006,4.785536551,4.879692885,5.458659575,5.447787183,5.395839355,5.241286334,4.812974105,4.74367986,4.741991149,4.633154002,5.441770553
"VIL1",6.419810538,5.675350093,5.801461096,5.608776617,5.627112546,6.251888917,6.123694618,6.230920715,6.168747238,5.555248402,5.431341057,5.731618019,5.693815537,6.162643869
"CNOT9",11.90609545,11.23966191,11.20622315,11.28461821,11.2221946,11.89269861,11.8384979,11.89274439,11.86037239,11.19498435,11.17476406,11.20306807,11.1797619,11.85653227
"PLCD4",5.779848223,5.61985556,5.581388601,5.844523624,5.93872939,7.212293572,6.545941534,6.681444683,7.230957546,5.827126538,5.847559117,5.688167333,5.458090449,5.802393881
"BCS1L",9.767329771,9.035619767,8.862042575,9.818953239,9.669939741,10.2988097,10.04560343,9.945848803,10.14401309,9.604731114,9.878232291,8.943239016,8.917160019,9.735035578
"STK36",9.312188863,8.384644622,8.482466774,8.682433034,8.743589026,9.561353209,9.382482381,9.295829494,9.642867917,8.709692009,8.805046507,8.455832714,8.396155014,9.171398741
"TTLL4",10.00917755,9.576158193,9.48107162,10.05515971,10.14641798,10.20553606,10.17176406,10.11540842,10.27025427,9.979185815,10.06073367,9.553402446,9.522501292,9.92559979
"CYP27A1",6.983274571,6.076495264,6.067552544,5.568999672,5.360431892,6.814714253,6.799440871,6.654091831,6.776075451,5.466769428,5.375293133,6.250540095,6.307487782,7.027125197
"WNT6",8.410391857,7.773777285,7.732683601,7.555467406,7.604577955,8.293602327,8.119032189,8.36539953,8.153823961,7.705130237,7.513112601,7.700278637,7.633531971,8.331546099
"WNT10A",7.912091139,7.47813626,7.497649324,7.246516238,7.285040484,7.966206811,7.868461378,7.979658693,7.64065581,7.235588086,7.330601269,7.112659754,7.187209783,8.020127887
"CDK5R2",8.141827558,7.757943573,7.888118294,7.762625501,7.832236388,8.042506457,7.971815663,8.120583445,7.997465125,7.785301707,7.661723591,7.66401447,7.774912652,8.165936849
"RETREG2",10.10089972,9.048710963,8.927479736,8.897421399,8.839308384,10.23214036,10.03141963,9.711569067,10.27212304,8.765601789,8.90094027,8.90569078,9.126809617,10.14138637
"ZFAND2B",10.20717107,9.545119389,9.507918826,9.288871419,9.343101709,9.983592227,9.752815906,9.780184983,9.798022093,9.133636304,9.264078393,9.436864725,9.352747339,9.997993078
"ANKZF1",7.595357605,7.291730874,7.260714284,7.613720951,7.681409491,7.874098529,7.820832373,7.79066956,8.016715691,7.702945395,7.717708423,7.475357676,7.429895415,7.600560668
"STK16",8.370557113,7.658763796,7.667758458,7.918749625,7.871421594,8.889811233,8.445403583,8.245972794,8.852063051,7.913049893,8.154695839,7.643500603,7.821371637,8.49607394
"DNAJB2",8.002618595,7.395055119,7.20846834,7.199555436,7.095928264,8.223838944,7.793064596,7.799719108,7.996100025,7.307491529,7.248621769,7.283576599,7.439045298,7.989031852
"DES",7.679180626,6.916355418,6.923724884,6.893046854,6.940924901,7.640333762,7.560080616,7.619702559,7.611114138,6.789745711,6.850192933,6.736048743,6.818922825,7.664367672
"SPEG",8.16088792,7.296139445,7.384179435,7.664075382,7.557325626,8.675757649,8.359667366,8.443908367,8.602779104,7.438931288,7.480426985,7.296158083,7.209676987,8.105475367
"GMPPA",11.37812004,10.70821937,10.57807035,10.52933214,10.58963092,11.1740252,11.16986941,11.15987912,11.06701785,10.40531906,10.59707943,10.56450336,10.68526505,11.31180007
"ASIC4",5.795488244,5.364774647,5.494678345,5.552005539,5.502344937,5.854083829,5.701641063,5.773176204,5.779854733,5.414407365,5.421554094,5.316389286,5.343679067,5.811231854
"TMEM198",8.518637538,7.457517179,7.512548365,7.416801972,7.239247955,8.04682519,7.988445304,7.956370713,8.022724419,7.371320685,7.406232295,7.715961282,7.574099538,8.465580196
"INHA",6.798479094,6.183685815,6.308018303,6.101499377,5.998607671,6.747356279,6.75660173,6.914192587,6.725254591,5.996239439,6.013451892,5.999867569,5.96969257,6.836311407
"STK11IP",8.150082728,7.157840677,7.050466759,7.196510911,7.177544147,8.248764974,8.038095791,7.924053367,8.163670287,7.125988658,7.232324488,7.075244782,7.244518669,8.108384834
"SLC4A3",9.041302775,8.155952984,7.952935671,7.833291698,7.818165573,9.06725988,9.239794757,9.02601744,9.138901237,7.580138177,7.737817583,7.967461455,7.997127986,8.893442146
"LLPH",11.26315069,10.74684742,10.66401105,10.82347654,10.91236962,11.32065588,11.2556758,11.38263749,11.43012091,11.02717904,10.87253296,10.63673709,10.76506888,11.23164266
"CCDC140",6.344803408,5.638596334,5.735300278,5.628357628,5.617482684,6.273102324,6.199447134,6.300434038,6.204957286,5.696147057,5.598036456,5.541822272,5.574193863,6.307164465
"CT75",7.31676526,6.629669342,6.718802922,6.695638271,6.498805943,7.299881168,7.241671232,7.372795139,7.224433305,6.651824761,6.42885711,6.538435807,6.452083241,7.327500753
"SGPP2",5.499561372,4.965556403,5.116089861,5.147052055,5.070569533,5.418606514,5.43799601,5.494536756,5.517919666,4.972629934,5.136874394,5.029168667,5.026088946,5.638176898
"MOGAT1",5.300618588,4.700455668,4.639266901,4.752710571,4.772344082,5.290748327,5.197475221,5.241042985,5.162355224,4.705641902,4.668332728,4.72121387,4.763855436,5.367629858
"ACSL3",10.78130133,10.40615452,10.16160855,10.98800829,10.9546042,11.71165939,11.02706753,11.07377662,11.81208304,10.8268262,11.00205731,10.34896762,10.3305671,10.78848751
"KCNE4",10.27610555,9.905433404,9.7249385,7.759616418,8.147331787,8.510244543,9.530528392,9.274534527,8.613347333,8.149289082,8.147250541,9.875719906,9.913670292,10.41247925
"MRPL44",9.36285274,8.658013526,8.678071962,9.213633936,8.965495583,9.777880908,9.807561408,9.551115596,9.786449245,9.103700736,9.243040607,8.587256202,8.762922829,9.373124193
"NYAP2",5.637605743,5.027068142,5.202392828,5.020567915,5.126561859,5.570417207,5.575200565,5.539234345,5.483219708,5.073484627,4.964049104,4.928022198,5.133460882,5.570656415
"RHBDD1",11.17973162,10.43029303,10.40572764,10.42649131,10.33826643,11.32882163,11.13246328,11.17979649,11.18379855,10.40210624,10.55498721,10.41320471,10.40249414,11.12491155
"COL4A3",6.392566436,5.722453027,5.754786808,5.618688416,5.588811659,6.226685792,6.210277069,6.276186104,6.349612228,5.455321444,5.631850603,5.635445652,5.528371382,6.430994417
