"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","Correlation"
"SRSF7",33.42875,79.260625,3.84509247637714,0.00167496458790491,0.0927024693875741,-1.05926870478646,0.654464973942874
"SSRP1",19.31125,82.566875,2.00883792288896,0.0635016444524285,0.364369462465896,-4.37778129848117,0.795517550259911
"ST7",3.4725,11.56625,2.17069709900626,0.0469608986513462,0.329654587393229,-4.11445946929906,0.638811136235786
"STK24",7.62,39.3275,2.38358623443787,0.0312663010886886,0.28869829307972,-3.75359439151222,0.70128083917689
"STK35",0.601249999999999,5.345625,1.73528055046841,0.103831796378415,0.442168315732221,-4.79628822695662,0.650053634348882
"SUPT16H",8.32124999999999,28.190625,2.07853883838416,0.0558130521005282,0.348676682012037,-4.26567727349566,0.644440003216937
"SUV39H1",3.335,8.2075,1.78825564468645,0.0945902458347588,0.422353519758676,-4.71813753604942,0.909896524392004
"SUV39H2",1.9825,4.7275,3.3681906653679,0.00438748582178614,0.141625836257179,-1.95617486655547,0.554550563152854
"TACO1",3.86625,17.926875,2.5311632126142,0.0234569216494595,0.26519477439679,-3.49538831419269,0.834470262873438
"TAF12",4.87125,26.079375,3.92503736515611,0.00142654528563246,0.0906531988354019,-0.909439623509178,0.755325734024367
"TAF5L",3.2925,9.915,3.22497033715455,0.00586180002360358,0.160287446117183,-2.22486974210015,0.720339074659529
"TAF6",15.20125,46.216875,2.22565700687173,0.0423214616464965,0.318293817080178,-4.0227642014049,0.631067559102106
"TATDN2",3.89,17.4275,1.69490021151833,0.111399831542322,0.457393413979367,-4.85484612204828,0.946680695371755
"TBC1D4",-2.35,6.97125,-2.03511477194533,0.0604959072269476,0.357331492266087,-4.33575750193052,0.53525343601023
"TBX2",5.065,6.665,2.62603324532318,0.0194631184831618,0.248762553880412,-3.32649838701233,0.87290764790433
"TCEAL7",-19.46,31.135,-2.58375464488194,0.0211547741307056,0.25544167433413,-3.40202079971055,0.510703243409162
"TEDC2",2.97375,4.163125,3.897554287347,0.00150742322578519,0.0921865748195591,-0.960911906501953,0.589998886742248
"TELO2",4.34125,8.338125,2.73193592399263,0.0157792545270036,0.229356403481991,-3.13566949367203,0.678419988399054
"TENT4A",4.91875,17.835625,3.5566843556486,0.00299649669002687,0.116458265135358,-1.60155139288758,0.634136711031795
"TFAP4",1.94,4.36875,1.76299924217931,0.0989015593431277,0.431824045627624,-4.75558149449129,0.893881300696901
"TFB2M",2.8775,6.8225,3.25918751704308,0.00546996684417487,0.156503269375752,-2.16077024701023,0.659805700295165
"TGS1",1.41875,6.349375,1.72589667073062,0.105549131128453,0.445594478756972,-4.80997569059681,0.775780064607663
"THRAP3",9.3625,41.6475,2.60066766614918,0.0204617195198041,0.253336444091499,-3.37185706799048,0.663233120810244
"TIMELESS",4.825,11.67875,1.89616092747413,0.0779924014242509,0.388375139454113,-4.55452284908635,0.910536568217749
"TIMM10",9.57250000000002,36.29125,2.88844279856422,0.0115454339294425,0.203800539859779,-2.84993028838602,0.621651811460995
"TIMM44",3.11625,17.806875,1.58505538805159,0.13446103471976,0.495165473731104,-5.0094797592074,0.561986614479496
"TIMM50",8.60625000000001,33.255625,3.47810464120598,0.0035126131208639,0.12672696460551,-1.7494563684519,0.600841038643524
"TIMM8A",2.4925,6.51125,2.32403464883441,0.0350695669944198,0.298899254614075,-3.85602926087934,0.558178906776251
"TIPIN",3.40625,7.483125,2.42029473751349,0.0291201143790587,0.282029086373868,-3.68992635417915,0.893816684143474
"TMA16",3.05125,8.958125,2.09517997041912,0.0541085619451118,0.345421277894931,-4.23861715361798,0.519123235485182
"TMEM131L",1.51625,3.274375,2.72842516261262,0.0158897505188769,0.229562295367898,-3.1420309634848,0.559467862457295
"TMEM138",2.65875,16.756875,1.93011921461658,0.0733384196279146,0.380241872969701,-4.50186575891708,0.712185173504245
"TMEM201",5.03,8.96875,4.47011914482418,0.000483566235430572,0.0530779884235339,0.100061301682656,0.744018334117511
"TMEM209",6.92375,16.345625,2.37958102004809,0.0315093373723039,0.289629020128099,-3.76051737908538,0.802346949607136
"TMEM79",0.822499999999999,3.795,1.84744245957797,0.0851332690813019,0.403203095274963,-4.62910785476905,0.784736273170516
"TMEM97",9.39,15.38625,3.6397400731999,0.00253356057226718,0.106274940610642,-1.44522044329413,0.821243059634695
"TNRC18",4.96375,14.321875,2.80385744891756,0.0136732024364282,0.217797158598198,-3.00486129759703,0.680207207507202
"TOE1",4.60125,8.664375,2.11882681800146,0.0517689460466031,0.339828699474457,-4.19997589347996,0.913611703771308
"TOMM5",25.555,100.0525,2.16757329741411,0.0472383079207766,0.329949259155484,-4.11963823618067,0.637930141412857
"TONSL",4.52,10.67,1.90639286448951,0.0765628624418917,0.385517570017331,-4.53871370401216,0.735131160624596
"TOR3A",4.4575,15.1825,3.21037679507133,0.00603728965508111,0.161270432069578,-2.25218596873954,0.841377524634989
"TP53RK",1.20625,6.949375,2.08433230274193,0.0552141182612682,0.347582840440345,-4.25626914343476,0.59964844242681
"TRA2B",23.71875,76.756875,3.10569538335969,0.00745848427992752,0.177418370857057,-2.4476734084686,0.650943908393282
"TRAIP",3.98375,6.641875,2.60284462118643,0.0203741164742057,0.253336444091499,-3.36796984680362,0.803915168021055
"TRAPPC8",-4.24,10.1425,-2.15297038119681,0.0485554169588853,0.334381535926668,-4.14379933593743,0.555600748859727
"TRIM11",1.81,10.24125,3.11882802012226,0.00726344651529248,0.175631882294342,-2.42319740862286,0.588862299441001
"TRIM25",2.63625,13.555625,2.57404409464554,0.0215628322825788,0.256287682299608,-3.41930954933918,0.773036500439568
"TRIM28",34.91375,108.874375,3.67769657905209,0.00234668272861436,0.104157778172543,-1.37380180761426,0.794656365034182
"TRIM35",2.34875,7.650625,2.33530320112801,0.0343179421520589,0.296249880989485,-3.83672974783674,0.672310262832523
"TRIM65",2.16875,11.834375,1.88105351816017,0.0801470147012597,0.392414864356452,-4.57777401047842,0.70662970752652
"TSEN2",1.85,5.44125,1.81370277874503,0.0904155118702878,0.413451914422526,-4.68007692092113,0.860393885702474
"TSPYL1",3.26875,18.448125,2.09011288101438,0.0546224188042272,0.346751744463907,-4.2468684897678,0.619764295496282
"TSR1",2.6825,15.775,1.58948925387456,0.133456368049661,0.49367407715429,-5.00337456938624,0.828842831070795
"TTC27",1.805,5.75375,3.6877286457197,0.00229965597107117,0.103091755673441,-1.35492980249024,0.746840946431628
"TTC8",-4.4375,13.93625,-1.67526650109786,0.115250428804305,0.466349315929754,-4.88299264419473,0.550661230141318
"TTL",6.56875,22.409375,2.09901563248304,0.0537225518306338,0.344170193209979,-4.23236429743596,0.690191325011448
"TUBGCP4",1.58875,6.831875,1.81009079616482,0.0909979333583222,0.414711517627724,-4.68549943002449,0.811004782124517
"TXLNA",7.06250000000001,26.145,5.00019871453301,0.000173760332504048,0.0334784402338385,1.05163168733253,0.587710029198693
"TXLNG",1.215,5.8975,2.06894043469709,0.0568185117234812,0.350848982551643,-4.28123443000193,0.768930881714459
"TXNRD3",-0.6975,2.09125,-1.70553543392111,0.109361236222302,0.453443532331071,-4.83951009808097,0.613726249418233
"TYMS",52.7,117.99625,1.98100004377072,0.0668340825991278,0.368498170281281,-4.42197698991575,0.66196498227302
"UBAP2L",9.76999999999998,54.6025,1.91628018706019,0.0752039374482599,0.383588709598837,-4.52339020291751,0.850628340512617
"UBE2C",69.94375,142.066875,2.12015472607904,0.0516403749571632,0.339828699474457,-4.19779946318413,0.609284518228955
"UBE2I",25.12625,89.938125,2.40969199948163,0.0297252050249022,0.283922249176671,-3.70835581434944,0.758136639424462
"UBE2J2",6.69749999999999,25.2175,3.57900854394183,0.002864284829948,0.113077342170577,-1.55952817261953,0.529160578788937
"UBIAD1",3.5025,6.88125,3.01711682392103,0.00891609262501117,0.18788403153223,-2.61233178156014,0.536553543377921
"UBR7",4.66125,19.641875,1.59290252812879,0.13268733584481,0.492337705282803,-4.99866666636196,0.843008171309666
"UBTF",10.28375,28.325625,2.58197416500358,0.0212290336957239,0.25546264694402,-3.40519241464183,0.735023117689586
"UNC45A",3.81500000000001,23.26,1.63552655985717,0.123399287219964,0.480620320610918,-4.93929542581688,0.728085791859812
"URB1",2.15625,4.754375,2.5620386337712,0.0220777890076219,0.258369847052991,-3.44065376040298,0.574786682592266
"URB2",2.28625,3.053125,4.80895457785414,0.000250437594436902,0.0423894885312779,0.712435104954118,0.748874198284731
"UTP14A",3.445,10.62875,1.63536853668904,0.123432659704873,0.48064693612448,-4.93951750053054,0.900598645835661
"UTP15",1.645,3.7975,4.03103538471957,0.00115375509986877,0.0806448125362497,-0.711319980082985,0.547707158594804
"UTP25",0.742499999999999,3.3375,1.58036606757719,0.135530608896522,0.497788452185136,-5.01592386283435,0.904066438122188
"UTP4",10.13,33.1525,3.79796201823249,0.00184153677697705,0.0965534185165027,-1.14773180205879,0.54948048236987
"VAC14",-13.0175,40.2425,-1.59837934745477,0.131461299237686,0.491311512689586,-4.99109801148197,0.548404371455154
"VGF",6.20375,7.896875,2.01079049558897,0.0632736892892474,0.36391777897255,-4.37466874988279,0.768512343139327
"VGLL2",0.50875,0.536875,2.40344218209685,0.0300874494793344,0.284869971806884,-3.7192040756635,0.625248679394563
"VKORC1L1",4.44625,12.973125,3.48595603828354,0.00345726384106601,0.125479970792678,-1.73468071189295,0.554238266336904
"VPS37B",3.09375,23.533125,2.0926618813662,0.0543633636065929,0.346139862799824,-4.2427189337133,0.510183855303074
"VRK3",3.5125,13.36125,3.64023844750868,0.00253101211641768,0.106274940610642,-1.44428256476969,0.50991130537539
"WDR12",3.61125,8.925625,3.1017976427883,0.00751736174062091,0.177737517603636,-2.45493488471725,0.698441874354315
"WDR4",1.555,5.305,1.62152228389096,0.126387188571709,0.483928197688388,-4.9589196991854,0.76954018175236
"WDR43",5.57125,13.310625,2.20922063512484,0.0436620887923939,0.321972349397005,-4.05030022931634,0.788740576281314
"WDR6",9.5775,48.66375,1.58020168654318,0.135568233516881,0.49782568475755,-5.01614951679664,0.527329521718994
"WDR70",2.7125,10.285,2.88692398024984,0.0115806190802526,0.204222582436664,-2.85272174240351,0.724114484535802
"WDR74",7.88374999999999,21.304375,2.91541909972619,0.0109376624570444,0.198900190373102,-2.80029609098962,0.603660868673957
"WDR76",4.6125,10.28375,1.86472782481736,0.0825353070774738,0.397745136057028,-4.60277682514889,0.821194253369259
"WDR82",11.76125,33.948125,2.71891873573609,0.0161927331930271,0.22995790048216,-3.15924492209262,0.597255755529812
"WDR92",1.385,7.545,1.77737844550191,0.0964261999756638,0.425737422661932,-4.73430441563487,0.630096395294492
"WNT3",1.07,3.20375,1.90350564211273,0.0769638377622788,0.38590588751734,-4.54317969704168,0.799754012902283
"WRAP53",5.0775,11.24875,4.51474319125516,0.000443112206148915,0.0530779884235339,0.181478265703524,0.753824741644604
"WRN",0.95625,4.391875,1.79158333129762,0.0940347837977061,0.420989630050336,-4.71317930876809,0.554875151947288
"XRCC3",1.825,10.41,1.60169610060148,0.130723541352134,0.490578959268235,-4.98650577239918,0.739886356092121
"XRCC5",19.5625,106.855,2.36728940072371,0.0322664082464992,0.291427503556627,-3.78173359904424,0.610150039545082
"YTHDF2",6.915,36.0275,2.1283022159141,0.0508579559723891,0.33833145392745,-4.18443082607418,0.720537689883735
"ZBTB45",1.07375,8.710625,1.86931067024265,0.0818585232706564,0.395775347272508,-4.5957712245334,0.528323561763269
"ZC3H12C",0.6025,2.7425,2.1900271607313,0.0452776924642974,0.325548258134646,-4.0823334355231,0.808467202764203
"ZC3H8",1.44125,4.519375,2.35834297854702,0.0328282268525513,0.293174786341993,-3.79714726243557,0.731173394871474
"ZDHHC18",2.53875,11.973125,2.95994581564003,0.0100024266443741,0.193954977469229,-2.71815635564876,0.854263872255297
"ZFR",6.43749999999999,27.99125,2.91177919066877,0.0110178014061828,0.198946561582628,-2.80699911783038,0.543579285679702
"ZFX",0.478750000000001,4.110625,1.80480026558745,0.091857032082965,0.416948047131473,-4.69342988090161,0.764528471395854
"ZKSCAN2",0.6225,1.60625,1.62127902457581,0.12643963510913,0.483928197688388,-4.95925956925287,0.559238400073971
"ZMYND19",4.64375,20.698125,1.63168772016183,0.124212207032975,0.481586778869818,-4.944686165742,0.89436093352367
"ZNF212",1.96,7.21875,2.31141754681773,0.0359295442564353,0.302661767454562,-3.8775908861978,0.747317883211736
"ZNF341",0.308750000000001,2.058125,2.17127418254652,0.0469098166496019,0.329654587393229,-4.11350236103729,0.784360852650883
"ZNF574",1.27875,7.825625,1.74125610002994,0.102751044349338,0.439934790593582,-4.78754745174732,0.910579658035715
"ZNF593",8.04249999999999,30.17375,3.23100687566479,0.00579070062239414,0.160287446117183,-2.21356655657074,0.513810957763132
"ZNF628",1.20625,4.041875,3.13809770214414,0.00698636842233016,0.172855353137734,-2.38725656297384,0.50004787346464
"ZNF746",2.19875,11.811875,1.9708843909133,0.0680839082189646,0.370837267911943,-4.43795238727934,0.703068038334464
"ZNF786",0.64625,2.981875,2.03254612932992,0.0607838818987744,0.35749470064099,-4.33987837884566,0.645208371804056
"ZSCAN25",2.035,4.77125,3.84941652854699,0.00166046816701475,0.0927024693875741,-1.05115710957707,0.719139134219894
"ZSCAN5A",-0.968749999999999,2.965625,-1.60787935518771,0.129357650731209,0.487169143770623,-4.97792728501278,0.508088252295976
