gene_symbol,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,Con9,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8,RR9
LOC730668,13.9804,21.7472,14.4411,0.0106656,0.0107809,0.0357646,0.0,0.0129561,0.0,0.0978717,0.0698169,0.110719,0.0210399,0.0210399,0.0105635,0.1388,0.108261,0.0923132
LOC731157,0.0,0.0,0.0,0.148795,0.602048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31095,0.0,0.0,0.0
LOC731424,0.347927,0.652198,0.764383,0.0264787,0.0133826,0.0147963,0.0358498,0.0321953,0.0195004,0.208445,0.208179,0.154729,0.130738,0.130738,0.0787542,0.0955764,0.153355,0.0762717
LOC79160,46.2686,37.8943,35.8472,0.436542,0.662062,0.365121,1.50011,0.875711,0.651143,1.16142,0.725337,1.0756,1.04336,1.04336,0.714759,3.84721,2.85525,3.37205
LOC79999,0.0,0.0,0.0,0.0821797,0.055384,0.0305921,0.111839,0.0669596,0.0810432,0.0722201,0.108211,0.0357164,0.0272253,0.0272253,0.0,0.0392293,0.0,0.156446
LOC80078,5.11361,4.79215,4.95763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC81691,0.0,0.0,0.0,5.01944,5.15531,5.3032,5.2933,4.57563,4.26367,4.90415,4.1557,5.45036,4.30346,4.30346,3.87069,5.7992,5.85248,6.07873
LOC90246,3.05172,7.35681,3.35066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC90768,3.88125,5.62205,7.75158,4.02144,3.93075,4.06915,4.72893,4.46824,4.46321,2.66256,2.53443,2.52809,2.60376,2.60376,3.00069,2.08159,2.31116,2.08478
LOC90784,26.0165,28.8976,25.054,2.94831,3.12859,3.21317,3.42734,3.15231,3.35053,3.27329,3.12485,2.62047,3.32067,3.32067,3.39469,3.41099,3.22568,3.06769
LOC91450,0.0,0.0,0.0,0.158398,0.373681,0.17666,0.0,0.260546,0.0787121,0.0,0.210419,0.208042,0.106181,0.106181,0.106325,0.819774,0.523196,1.11349
LOC93622,0.0,0.0,0.0,1.14691,1.65219,2.11325,1.17117,1.43746,1.35779,3.55441,3.77719,4.37561,4.36258,4.36258,3.88932,6.56505,7.1188,5.80872
LOH12CR1,0.0,0.0,0.0,4.62984,5.08122,3.76017,5.76569,4.74066,4.47564,5.07722,6.00552,4.96284,3.96145,3.96145,4.01668,3.96779,4.33208,4.69051
LOH12CR2,0.840739,0.789105,2.76323,0.911748,0.953498,1.15842,0.856992,0.69268,0.465646,0.414999,0.746215,0.820797,0.40696,0.40696,0.251132,2.02138,2.29748,1.70157
LONP1,1.23439,2.33097,4.97029,93.0733,91.9412,90.8507,78.4975,77.4292,80.727,107.838,109.393,107.038,124.456,124.456,123.359,286.192,279.155,274.117
LONP2,1.67431,4.25833,1.84043,18.4658,18.4698,19.4343,20.6339,20.6385,20.9335,22.8837,23.1283,23.7621,20.3415,20.3415,20.2904,14.9702,15.8888,14.9991
LONRF1,5.57259,2.76495,7.92266,4.34388,4.5549,4.72936,4.68003,4.4002,4.55856,4.78096,4.51318,5.28306,4.78097,4.78097,4.82493,2.61439,2.82068,3.09362
LONRF2,11.8111,11.3627,12.728,1.09583,1.06394,1.0217,1.41991,1.35742,1.34622,0.113021,0.157201,0.06395,0.0273086,0.0273086,0.0426767,0.13898,0.13937,0.102898
LONRF3,16.484,14.2937,17.6485,3.27585,2.92762,3.34347,3.03844,3.7037,3.93038,2.25217,1.70868,1.83581,1.56549,1.56549,1.52467,1.04596,1.0726,1.1749
LOR,1.10091,2.06814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0540202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOX,12.2228,9.57794,10.7486,11.1958,10.3254,10.7911,14.1974,12.8677,13.2266,76.6025,75.0948,73.646,46.7933,46.7933,46.3429,15.1295,15.8997,16.2588
LOXHD1,5.47689,10.5105,5.29224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOXL1,0.0,0.967662,0.566267,71.939,70.2936,66.5049,61.4967,65.5745,66.4734,140.694,148.239,146.751,156.593,156.593,156.666,193.449,195.35,192.224
