gene_symbol,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8
TAS2R14,0.69,0.82,0.4,0.48,0.32,0.43,0.14,0.64,0.98,0.34,0.72,0.42,0.76,0.33,0.21,0.27
HOXC6,0.75,1.88,13.45,14.07,12.55,5.47,6.44,5.09,0.59,0.13,8.5,10.75,8.96,8.25,8.67,8.3
BNIP1,13.93,12.57,6.65,8.1,7.52,7.84,7.92,7.41,7.82,6.98,6.5,7.17,5.36,6.89,6.94,6.31
SNX17,59.84,78.28,57.14,53.85,51.17,52.99,54.76,55.45,60.38,55.61,62.08,66.04,60.88,45.39,45.86,43.53
GLB1,12.71,30.88,60.46,58.87,59.32,38.62,35.15,36.43,9.81,26.05,44.54,48.88,45.27,56.37,54.76,55.23
APOA5,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A11,0.31,0.85,0.0,0.02,0.0,3.52,3.74,3.92,1.09,2.08,0.0,0.02,0.03,0.0,0.02,0.05
HPS3,11.84,10.75,28.43,28.89,29.4,11.71,11.56,12.17,10.98,13.62,32.18,27.6,31.22,30.67,30.98,30.72
ACE2,0.13,0.03,0.0,0.02,0.0,0.04,0.09,0.04,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0
ABCD3,16.69,24.82,11.26,9.31,9.8,28.61,28.63,29.19,17.17,14.75,9.77,11.32,10.16,12.51,11.79,11.44
CLASRP,18.32,22.91,12.19,13.68,13.2,24.61,24.87,25.98,21.52,16.96,10.42,10.07,9.75,11.24,12.66,12.74
LNPK,4.77,5.92,9.8,10.18,10.65,12.83,12.18,12.75,5.09,5.46,14.09,13.33,14.24,14.53,14.45,14.32
EHMT1,18.02,25.85,12.24,12.93,11.98,11.51,11.81,11.94,20.01,9.67,10.25,10.25,10.96,11.99,12.24,12.61
TCF4,27.32,33.58,1.76,1.8,2.24,6.07,5.69,5.89,29.32,13.97,2.92,2.77,3.09,3.0,2.53,2.66
DRG2,5.78,27.46,17.72,16.95,17.19,18.34,18.64,18.21,13.72,17.63,14.53,14.76,12.15,10.71,11.66,11.0
TCF12,54.95,54.39,11.93,12.95,13.89,25.8,24.99,25.58,37.43,21.28,12.62,9.55,12.48,14.7,14.16,14.15
AMER3,0.28,0.43,0.09,0.09,0.16,0.16,0.18,0.1,0.59,0.0,0.05,0.1,0.12,0.06,0.1,0.11
CATSPER1,0.0,0.0,1.23,1.44,1.35,0.24,0.36,0.16,0.15,1.14,1.73,1.9,1.66,1.15,1.17,1.25
ANO8,8.06,22.33,4.42,4.18,3.94,22.28,21.59,24.33,12.76,4.53,6.58,6.37,6.81,3.77,3.53,4.01
LRP12,8.26,5.73,10.72,10.56,11.21,11.5,11.22,11.3,4.14,4.26,13.33,11.33,13.39,14.35,14.1,14.97
BOK,21.29,7.25,0.05,0.09,0.06,2.26,1.94,2.07,53.03,54.71,0.22,0.17,0.08,0.08,0.09,0.12
C1orf109,9.32,11.2,7.98,7.31,8.81,7.78,8.1,7.87,7.72,4.31,4.62,4.31,4.48,7.17,6.91,7.82
EIF4EBP2,25.44,23.82,12.23,12.87,13.37,26.86,25.44,26.67,30.12,10.38,11.45,9.32,11.15,11.53,11.34,11.26
EVI2B,10.45,4.44,6.3,4.11,5.04,1.26,1.22,1.25,24.91,39.5,1.16,0.83,1.23,3.76,3.33,3.19
MEI1,0.55,0.11,0.76,0.5,0.48,0.02,0.04,0.02,0.27,1.06,0.38,0.24,0.2,0.36,0.54,0.48
TMEM260,7.93,2.8,5.64,6.02,6.88,2.21,2.4,2.77,5.16,6.2,6.26,5.23,5.67,6.08,5.98,5.89
MAP3K21,0.38,0.07,1.91,1.76,1.7,2.74,2.81,3.17,0.59,0.3,1.36,0.73,1.11,1.75,1.99,1.95
USP15,8.04,3.24,8.36,8.75,8.9,7.36,7.57,7.45,4.27,6.71,7.07,7.34,7.01,10.12,9.46,9.44
PHF7,1.52,2.05,1.83,1.67,1.99,2.99,2.97,2.57,1.91,2.37,1.23,1.3,1.39,1.37,1.31,1.69
CYB561,9.94,15.04,6.31,7.41,7.33,13.05,13.19,12.98,9.71,6.39,5.35,6.01,5.69,6.85,6.97,7.32
105369230,16.73,0.82,0.38,0.2,0.19,0.03,0.07,0.0,17.88,8.83,0.33,0.44,0.16,0.27,0.38,0.14
C11orf16,0.06,0.0,0.0,0.03,0.03,0.03,0.0,0.02,0.0,0.03,0.03,0.0,0.0,0.05,0.0,0.0
KCNRG,0.11,0.94,0.38,0.46,0.04,0.34,0.27,0.61,0.13,0.0,0.32,0.33,0.15,0.12,0.14,0.18
USP48,15.52,22.24,27.34,24.11,28.37,31.01,31.04,30.46,19.2,19.63,23.48,22.3,22.05,30.89,31.73,30.48
STPG4,0.1,0.03,0.08,0.05,0.06,0.06,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.02
FOXC2,2.07,0.17,10.09,10.32,8.67,0.03,0.0,0.06,0.49,0.13,7.47,6.21,7.9,8.45,8.82,8.51
SLA2,0.77,0.23,0.08,0.09,0.2,0.37,0.28,0.42,0.73,1.13,0.07,0.1,0.05,0.14,0.44,0.16
PLA2G4C,7.42,9.56,1.67,1.83,1.98,1.26,1.32,1.24,15.01,53.21,1.5,1.7,1.52,1.0,0.82,0.97
ACYP1,9.38,7.34,14.21,10.99,11.82,17.41,18.1,15.76,8.19,4.96,10.61,10.33,9.07,16.05,13.29,14.19
METAP2,42.91,22.61,18.74,17.49,18.08,19.76,20.31,18.55,29.42,30.73,12.57,14.59,11.79,19.26,18.12,17.59
P4HB,296.79,242.97,473.53,483.0,477.36,701.09,700.57,688.56,181.57,251.35,737.65,744.26,716.46,604.5,625.17,628.08
TRDMT1,1.69,3.32,1.38,1.54,1.61,1.91,2.02,1.82,1.21,1.42,1.43,1.55,1.52,1.7,1.64,1.45
SAMD4A,27.96,5.66,5.49,6.3,6.59,3.96,3.91,4.29,21.45,32.16,10.32,8.5,10.82,7.4,7.07,7.51
AIRE,0.13,0.12,0.14,0.05,0.09,0.12,0.03,0.0,0.32,0.82,0.05,0.05,0.05,0.04,0.12,0.11
AKAP3,0.24,0.48,0.78,0.97,1.03,0.06,0.09,0.08,1.42,1.14,0.83,0.66,0.81,0.74,1.17,0.79
2022-09-10 00:00:00,19.0,17.82,35.13,32.9,35.92,21.82,22.22,21.32,12.96,21.83,28.32,27.14,27.69,37.62,36.14,35.17
GPR39,1.3,0.38,6.79,7.52,6.73,7.8,7.86,6.41,0.47,0.25,10.91,11.86,11.12,4.17,4.32,4.74
PLXDC2,9.34,3.02,0.05,0.12,0.09,0.12,0.14,0.14,13.05,16.17,0.08,0.11,0.08,0.1,0.05,0.1
SLC7A10,0.92,1.8,0.0,0.0,0.0,0.0,0.0,0.0,12.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNDBP1,18.77,24.25,7.68,7.49,7.39,19.5,18.25,20.11,22.49,21.69,8.06,8.35,7.7,6.06,6.26,6.66
NAT16,0.49,1.26,1.2,1.11,1.31,0.33,0.25,0.26,0.4,0.67,2.71,2.74,3.31,1.6,1.79,1.92
AGXT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.07,0.03,0.07,0.0,0.0,0.0
DUSP22,15.4,20.1,6.84,7.86,6.81,5.93,7.5,5.56,25.45,25.02,7.41,8.9,7.3,6.6,6.14,6.36
LRRCC1,4.26,5.39,4.4,3.79,4.83,11.88,13.59,12.22,5.03,6.68,2.36,2.61,1.97,4.54,4.11,4.48
MRPL35,19.09,17.81,20.99,22.41,22.28,21.07,20.74,18.51,17.12,17.27,11.42,13.22,12.25,15.56,17.83,18.33
LOC105370362,0.04,0.11,0.03,0.1,0.0,0.04,0.05,0.0,0.08,0.04,0.03,0.03,0.05,0.04,0.0,0.1
LOC102724646,0.29,0.62,0.12,0.08,0.12,0.44,0.38,0.35,0.19,0.45,0.02,0.02,0.11,0.13,0.11,0.12
BVES,4.09,1.25,4.93,4.22,5.03,71.1,70.49,71.34,3.66,8.33,5.48,5.28,5.22,4.54,4.03,4.55
TTC3,65.78,35.44,25.14,24.75,27.81,30.79,30.19,31.26,52.48,27.89,45.42,37.13,43.32,39.91,38.09,38.15
INO80,10.57,10.29,10.25,10.61,10.61,8.05,8.31,7.49,11.08,8.14,7.02,6.24,7.22,8.9,8.59,8.68
PHF12,28.6,32.09,16.74,16.41,16.7,25.69,26.85,26.61,23.44,11.15,20.16,18.03,18.94,19.08,18.18,18.9
RAD17,10.77,10.51,14.12,13.75,14.31,20.22,21.45,21.19,9.62,11.47,14.51,16.19,13.1,17.33,16.12,16.5
DDX55,16.63,13.71,17.63,17.89,16.48,13.87,14.88,13.65,12.96,11.16,10.1,10.04,8.94,17.46,17.05,16.3
HIST1H2BH,2.15,0.71,2.9,3.58,1.91,1.46,2.27,2.55,0.53,1.16,1.32,2.3,1.32,3.25,2.46,2.06
SMIM3,15.8,56.7,70.43,71.21,68.89,22.86,21.73,21.44,13.94,15.12,77.39,86.58,77.77,55.35,58.04,59.13
TMEM239,0.0,0.06,0.27,0.15,0.22,0.14,0.17,0.27,0.0,0.13,0.1,0.13,0.21,0.06,0.12,0.11
PDZD8,5.43,3.77,4.5,4.47,5.58,7.58,7.16,7.58,5.72,6.44,4.18,3.09,4.24,5.31,5.54,6.09
FBXL20,3.29,4.0,2.94,2.59,2.78,4.12,4.2,4.29,4.41,2.56,3.59,3.76,3.65,2.91,3.01,2.77
CPSF1,27.45,29.33,19.84,22.01,21.19,20.91,21.62,23.25,18.01,11.46,22.33,18.22,23.79,22.46,23.7,24.65
CCL26,0.97,0.0,13.0,13.75,13.62,1.04,1.48,1.19,0.0,0.78,12.22,15.08,10.13,3.22,4.81,3.43
RFFL,8.86,12.6,8.8,8.57,8.9,9.72,10.17,10.34,19.38,35.31,6.95,6.6,6.34,7.03,6.79,7.1
PPFIA4,2.15,5.67,5.46,6.07,6.12,1.3,1.55,1.26,4.5,2.75,20.37,16.79,20.59,8.44,9.4,9.42
YJU2,17.11,20.75,23.37,23.18,22.93,9.19,8.88,9.31,20.53,16.12,14.42,17.08,14.68,13.89,16.12,15.64
GREB1,3.01,3.48,2.94,2.78,2.9,0.68,0.66,0.54,4.84,2.29,2.22,2.45,2.02,2.51,2.51,2.49
SEPHS2,31.11,14.58,30.44,30.91,28.63,16.54,16.41,16.65,19.9,33.22,24.04,25.96,24.23,31.72,31.56,31.28
ATP6V1B2,67.65,50.0,29.08,28.5,27.5,25.55,24.1,24.9,84.54,98.29,21.32,20.83,22.14,26.38,26.91,26.67
RPS5,671.17,530.75,441.94,419.68,405.76,344.78,353.34,327.28,527.38,392.51,347.57,440.86,372.96,434.32,472.25,416.9
TSTD1,19.1,13.45,0.0,0.0,0.0,6.02,4.86,4.62,21.76,10.78,0.09,0.12,0.0,0.0,0.0,0.0
BATF,1.87,0.5,0.0,0.05,0.0,0.0,0.0,0.0,2.27,11.37,0.0,0.0,0.0,0.0,0.0,0.0
PLCB2,7.68,6.82,0.01,0.0,0.03,0.0,0.0,0.0,12.38,18.64,0.02,0.01,0.04,0.0,0.03,0.01
ABCF3,29.27,23.12,23.37,24.57,23.02,34.26,34.99,33.89,20.74,15.5,25.53,25.54,27.39,21.16,21.43,22.08
SDAD1,13.69,11.26,19.02,18.72,19.07,34.7,35.32,34.71,11.51,12.84,7.62,7.73,7.83,17.91,18.03,18.42
SLC5A11,2.07,3.36,0.0,0.09,0.0,0.05,0.09,0.09,13.49,44.69,0.08,0.04,0.08,0.0,0.05,0.08
PILRB,21.25,70.17,12.17,11.46,10.64,42.79,46.27,44.94,35.3,19.04,7.19,8.77,8.25,10.67,10.26,10.26
C1orf159,4.79,12.62,9.81,9.26,8.77,9.04,9.52,9.26,7.67,4.87,6.0,6.02,5.79,7.34,7.49,7.75
HMGN2,433.98,396.36,278.54,258.96,258.49,230.01,234.49,225.76,305.75,125.32,81.47,93.27,80.19,295.21,283.31,276.51
SPATA33,5.53,8.03,10.74,11.48,11.42,4.31,4.72,4.35,3.87,2.67,9.48,10.09,11.12,11.29,10.49,10.26
TMEM181,11.97,14.62,15.18,16.11,16.58,19.74,19.42,20.29,9.43,11.82,14.58,12.24,13.12,18.62,19.43,19.28
DMTN,4.8,18.37,0.03,0.04,0.04,17.22,18.71,19.24,24.39,2.68,0.1,0.33,0.38,0.06,0.27,0.26
INMT,3.29,0.35,0.62,0.35,0.54,0.6,0.67,1.04,1.05,0.43,0.44,0.54,0.66,0.57,0.45,0.33
GALNT15,4.51,9.82,0.51,0.77,0.67,0.84,0.72,0.85,23.46,68.59,2.59,2.51,2.8,1.15,1.31,1.26
EXOC1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLPH,0.94,0.05,33.98,33.46,30.89,12.28,10.97,12.12,6.35,2.84,31.54,33.61,33.66,23.77,25.21,25.93
TNFRSF14,12.53,17.06,6.05,6.03,5.43,0.92,1.32,1.24,30.83,35.52,6.7,6.97,6.49,4.21,4.15,4.46
MRPL2,19.5,14.41,14.83,14.3,13.7,24.42,27.56,24.53,20.23,10.12,13.78,16.42,11.28,11.3,12.06,11.68
CAMK2D,18.09,25.61,16.08,15.27,17.74,26.61,26.04,27.52,12.12,14.88,10.52,8.94,9.63,14.72,15.53,15.32
CCDC169-SOHLH2,0.0,0.0,1.36,1.28,1.27,0.19,0.74,0.4,0.0,0.0,0.73,0.56,0.57,1.21,0.94,1.4
CACNG7,31.28,38.84,0.03,0.0,0.0,0.13,0.18,0.18,19.34,10.02,0.0,0.02,0.04,0.0,0.0,0.0
CALY,1.52,22.12,0.0,0.0,0.0,0.07,0.05,0.22,17.94,0.62,0.0,0.15,0.07,0.0,0.0,0.0
GSTM3,10.16,7.01,0.18,0.3,0.24,15.78,16.31,15.42,15.55,3.48,0.43,0.61,0.39,0.19,0.42,0.29
STAT4,1.85,0.41,0.49,0.37,0.47,0.06,0.02,0.1,0.94,1.12,1.13,1.04,0.89,0.35,0.37,0.41
POGZ,19.78,26.29,9.21,8.8,8.98,16.59,16.31,17.29,20.99,18.84,11.53,8.36,11.09,9.88,9.49,9.64
TMEM89,0.0,0.0,0.47,0.16,0.08,0.16,0.0,0.0,0.0,0.0,0.49,0.92,0.33,0.32,0.51,0.4
ZNF525,0.24,0.45,0.0,0.04,0.0,2.86,2.41,2.67,0.46,1.21,0.03,0.03,0.01,0.04,0.04,0.01
DAZAP2,108.76,192.35,130.36,128.19,121.32,83.11,86.11,85.48,168.81,197.31,139.62,152.49,142.68,117.98,119.14,117.56
ARL6,3.45,3.9,3.96,3.52,3.98,2.36,2.19,2.71,2.44,2.32,4.2,3.95,3.97,5.25,4.74,4.72
NCOA1,19.78,12.12,3.96,4.39,4.98,9.81,9.75,10.07,22.31,9.62,4.55,3.94,4.53,4.06,3.82,3.73
UBXN6,43.25,65.68,70.04,68.74,64.99,58.09,60.06,58.7,67.82,42.62,128.49,139.22,142.25,63.51,68.25,68.96
LOC100130370,4.77,11.51,0.05,0.06,0.04,1.01,1.07,0.91,12.82,2.3,0.04,0.01,0.13,0.09,0.03,0.09
KLF16,6.94,9.18,21.39,26.72,23.13,20.5,19.67,19.93,7.8,7.15,14.23,12.58,15.15,15.28,15.34,17.19
ARRDC1,8.83,13.0,15.74,16.66,15.41,14.71,14.93,13.74,14.53,10.15,22.61,25.68,23.95,12.72,13.25,13.98
RPRML,0.14,2.81,0.0,0.0,0.0,0.0,0.15,0.0,3.26,0.07,0.0,0.0,0.0,0.0,0.0,0.0
SORCS2,1.37,2.95,0.12,0.23,0.24,0.01,0.03,0.03,4.16,3.76,0.13,0.06,0.04,0.14,0.1,0.22
MCM5,32.73,18.67,88.57,96.58,91.76,29.07,28.35,28.07,23.61,16.55,29.13,30.06,29.6,76.2,79.17,77.24
MSMO1,26.19,31.61,50.99,46.95,46.9,24.24,23.24,23.41,18.15,13.27,34.38,38.04,32.73,68.21,63.03,64.84
CDK8,10.12,6.08,8.98,7.24,7.19,7.46,7.51,7.51,11.32,5.46,6.96,6.74,5.0,8.56,8.39,9.04
KCNC1,3.26,3.18,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.27,0.0,0.0,0.0,0.0,0.0,0.0
EHHADH,1.18,1.6,0.15,0.14,0.11,2.7,2.64,2.6,2.23,1.72,0.33,0.25,0.3,0.1,0.16,0.16
SETX,15.14,8.13,9.67,9.95,10.86,11.43,10.72,10.91,14.23,14.64,11.23,9.42,10.7,12.96,12.91,11.85
PBX4,1.97,3.89,1.18,0.79,0.56,2.82,2.65,2.93,3.15,1.28,0.45,1.17,0.81,0.19,0.46,0.28
CRYZL2P-SEC16B,0.97,2.4,0.0,0.24,0.0,0.0,0.0,0.0,1.36,1.14,0.08,0.21,0.16,0.0,0.08,0.0
APPL1,16.96,12.56,17.51,18.8,20.19,17.32,16.23,17.88,14.21,10.06,15.78,12.51,16.08,22.86,21.61,21.62
DMTF1,15.97,35.72,12.76,12.67,12.92,22.89,24.11,22.31,20.8,27.86,18.68,17.47,18.27,16.99,16.49,16.72
NUDT13,1.08,1.69,3.31,3.28,3.2,0.82,0.75,0.75,2.3,1.62,2.74,2.21,2.05,2.7,2.23,3.02
TMEM19,10.91,9.82,6.08,5.95,6.27,7.36,7.07,6.71,8.07,7.4,5.89,5.68,5.75,7.59,7.56,7.99
PUS10,1.29,1.55,1.37,1.35,1.1,2.37,2.68,2.49,1.1,2.34,1.23,1.35,1.05,1.41,1.05,1.34
PHKA1,2.39,4.59,4.36,4.4,5.03,3.15,3.2,3.21,8.55,1.11,4.44,3.67,4.51,3.43,3.65,3.09
FGGY,2.68,4.19,4.9,4.16,4.01,3.53,2.69,3.3,2.82,3.99,6.15,5.57,5.56,4.67,3.92,3.87
LOC102725180,0.15,0.06,0.28,0.36,0.22,0.34,0.27,0.35,0.13,0.14,0.19,0.2,0.18,0.26,0.25,0.32
TSEN34,30.51,44.78,48.42,47.85,50.2,60.0,59.86,58.6,32.45,25.64,56.15,60.98,56.26,38.44,42.96,44.01
FAM106A,0.75,0.25,0.87,0.79,0.79,1.29,1.39,1.87,0.72,0.34,0.8,0.63,0.56,0.69,0.58,0.68
CREBBP,11.54,16.68,4.06,4.18,4.89,4.15,4.12,4.61,9.87,5.81,3.48,2.66,3.55,3.63,3.43,3.82
DERA,16.52,26.18,43.81,42.61,43.76,12.14,11.44,10.85,20.6,17.38,25.94,27.71,22.83,42.15,41.31,40.22
OSTF1,13.28,13.75,30.49,28.08,24.55,23.49,21.74,21.86,17.9,41.21,27.98,30.15,28.43,30.52,28.39,29.95
TSPOAP1,1.41,11.11,0.04,0.03,0.02,0.04,0.04,0.01,9.63,0.66,0.01,0.02,0.0,0.02,0.01,0.01
C9orf147,0.3,0.44,0.94,1.02,0.84,0.92,0.91,1.43,0.44,0.1,0.95,1.09,1.04,0.82,0.8,0.66
TNFRSF13B,0.17,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.58,0.95,0.9,0.04,0.08,0.04
BRPF3,16.39,21.31,5.32,5.61,6.06,7.69,7.85,8.0,12.64,7.03,3.42,2.64,3.38,4.37,4.28,4.49
ANAPC10,8.98,12.08,10.15,12.34,11.5,12.41,13.16,10.21,8.01,7.96,4.76,5.01,3.89,9.68,9.93,10.55
EXOC3L4,0.09,0.0,0.11,0.05,0.02,0.04,0.08,0.1,0.0,0.08,0.24,0.18,0.32,0.04,0.04,0.05
PWP1,24.86,22.99,17.82,16.73,17.19,12.6,12.0,11.83,18.47,13.18,12.79,14.29,13.63,17.66,16.94,16.57
ASH2L,23.79,26.98,16.26,16.45,17.39,15.24,16.15,15.0,19.28,14.93,12.67,12.18,12.36,15.36,14.95,14.98
ZEB2,17.21,11.21,9.88,10.3,11.0,4.42,5.2,4.77,27.68,42.88,10.45,7.68,11.07,10.99,10.53,10.55
NUDT7,3.62,3.64,7.06,6.2,6.06,2.52,2.3,2.33,6.74,4.21,7.69,8.94,7.6,8.2,7.92,7.92
UNC119,20.15,23.33,28.47,28.48,26.97,22.94,23.68,23.09,29.76,13.54,34.8,38.17,33.39,23.31,23.24,24.64
LOC105372824,1.35,1.19,0.5,0.51,0.65,0.15,0.15,0.29,1.58,0.55,0.34,0.35,0.34,0.43,0.3,0.24
SLC25A43,8.52,5.0,26.3,25.5,26.28,14.36,14.71,14.97,6.12,6.9,29.49,31.73,28.81,28.58,28.15,28.12
LOC102723728,30.93,41.47,67.0,59.45,44.76,66.3,72.74,66.01,49.37,38.21,56.16,100.69,58.71,61.95,53.25,58.47
CDH22,1.13,1.81,0.03,0.0,0.07,0.0,0.0,0.0,1.36,0.04,0.13,0.08,0.02,0.03,0.03,0.02
CTU1,3.39,4.28,4.32,4.84,4.61,3.46,3.26,3.39,3.46,3.98,3.58,3.66,2.86,3.95,4.59,4.35
CTU2,13.0,15.3,9.09,9.61,9.56,8.75,8.52,8.79,11.63,6.26,7.89,9.99,7.68,10.03,9.93,9.56
MAP7D3,1.87,3.62,14.76,13.03,13.2,9.64,9.35,9.63,2.39,2.51,9.6,9.6,8.72,13.32,12.98,11.77
107984110,0.7,1.44,0.25,0.26,0.33,1.23,1.15,1.48,2.19,1.8,0.5,0.34,0.37,0.44,0.64,0.3
HMBS,6.88,16.08,13.39,12.18,12.04,16.64,17.45,17.21,7.1,7.78,6.19,7.89,6.67,10.46,10.53,10.51
IRX1,11.61,4.86,0.0,0.03,0.0,24.75,26.21,25.87,3.47,0.41,0.08,0.06,0.03,0.03,0.06,0.05
ZNF302,14.84,15.25,2.22,1.75,2.24,7.99,7.37,7.45,20.65,17.12,1.66,2.24,2.12,3.34,2.93,2.78
FZD7,1.34,7.15,1.15,1.09,1.46,7.28,6.89,7.04,1.55,4.69,1.27,1.07,1.22,0.95,1.01,1.38
EPC2,10.25,11.78,5.74,5.71,5.41,3.41,3.98,3.66,8.02,7.2,3.34,2.78,3.38,5.18,4.66,5.01
GAA,25.36,33.13,3.94,4.2,4.19,14.17,15.01,15.84,50.37,71.47,6.99,5.64,6.76,3.17,3.43,3.44
IRS1,1.76,0.34,10.96,12.46,13.26,17.44,15.96,17.78,0.98,0.45,23.75,16.76,23.8,11.63,12.0,12.65
GUCA1A,0.07,0.2,0.0,0.0,0.0,0.0,0.0,0.05,1.13,0.19,0.0,0.0,0.0,0.0,0.05,0.0
TMEM245,9.73,12.47,24.51,24.23,27.59,13.27,13.19,12.94,12.87,10.6,23.21,18.59,23.58,27.63,27.16,26.35
NEUROG2,0.0,0.37,0.03,0.0,0.0,0.09,0.09,0.05,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0
FBXO27,0.55,2.2,10.42,10.89,10.73,1.25,1.7,1.53,3.23,3.46,7.77,7.52,7.22,6.83,6.66,6.25
MRPL36,63.85,47.23,57.1,63.36,58.89,98.81,97.53,98.38,37.43,29.81,43.62,56.53,41.31,55.56,61.52,56.05
RFT1,10.24,9.25,18.16,18.2,18.4,8.59,8.44,8.75,7.01,4.58,8.25,7.6,7.73,15.29,14.24,14.95
TRMT9B,0.94,4.98,0.82,0.67,0.62,1.4,1.45,1.6,2.02,0.43,0.53,0.78,0.61,0.64,0.59,0.63
RNGTT,5.97,6.15,8.18,8.83,8.68,11.7,12.02,11.78,4.44,4.57,6.66,5.97,6.38,9.64,9.58,9.11
CELF2,24.66,16.51,0.02,0.01,0.0,1.23,1.33,1.55,18.69,8.35,0.02,0.05,0.0,0.02,0.02,0.02
PROC,0.17,0.33,0.03,0.0,0.03,0.36,0.56,0.51,1.53,0.41,0.13,0.03,0.14,0.09,0.12,0.03
ATP5IF1,86.86,115.8,177.16,174.25,155.31,77.18,86.66,81.59,117.69,98.73,198.4,262.48,196.48,155.03,173.22,169.39
OSCAR,1.05,0.58,0.05,0.17,0.06,0.31,0.44,0.46,6.21,14.12,0.29,0.51,0.36,0.09,0.18,0.17
HPSE2,0.04,0.69,0.05,0.0,0.01,0.0,0.0,0.0,6.66,0.24,0.0,0.0,0.03,0.0,0.0,0.01
LPAR1,8.03,13.46,0.05,0.07,0.08,0.13,0.3,0.22,38.81,62.64,0.1,0.02,0.07,0.0,0.0,0.0
NKG7,13.12,2.35,0.0,0.08,0.0,0.0,0.0,0.0,10.09,24.28,0.27,0.13,0.13,0.0,0.08,0.0
RFX2,1.24,16.79,2.78,3.28,2.81,2.05,1.94,1.87,2.11,2.83,7.12,7.3,7.33,4.39,4.47,4.07
PAXIP1,15.67,11.38,18.04,19.39,17.99,7.51,7.71,7.58,5.74,3.39,10.3,8.11,9.89,16.73,16.25,16.24
OR9A2,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0
GDA,0.29,5.16,0.02,0.03,0.05,0.19,0.16,0.19,4.9,2.65,0.0,0.0,0.0,0.03,0.01,0.0
CHSY1,15.06,10.66,17.62,19.22,18.11,18.09,18.78,18.53,9.96,10.32,23.55,23.42,21.78,22.59,21.26,19.9
RHOB,194.77,81.04,11.78,12.38,12.95,71.91,72.76,73.83,231.59,110.69,28.94,29.13,28.36,10.98,11.53,10.95
SIRPB2,1.27,1.01,0.4,0.55,0.24,0.28,0.4,0.31,3.63,10.26,0.37,0.76,0.43,0.48,0.31,0.22
RAD21,50.11,31.25,60.04,59.03,63.0,59.22,57.51,59.55,47.0,40.12,43.56,38.39,40.24,87.52,85.58,87.64
MT1E,167.9,185.23,481.7,477.31,449.48,119.71,124.18,110.08,521.61,140.88,371.16,459.33,389.05,786.61,762.13,735.67
COA3,62.63,67.7,42.7,38.48,40.35,42.19,46.33,41.57,83.61,55.87,27.75,35.36,27.88,32.31,34.33,33.18
PRDM5,0.67,1.57,2.02,2.59,2.83,1.12,1.38,2.12,1.09,0.52,1.45,0.89,1.64,2.52,2.74,3.28
TUSC2,32.82,34.93,27.84,25.34,26.01,24.48,23.43,23.96,31.1,20.91,22.3,26.93,24.77,20.37,20.78,19.82
LIFR,4.82,10.1,3.54,3.65,4.75,2.8,2.53,2.79,8.08,6.39,3.86,2.52,3.55,5.99,6.16,6.4
TUFM,138.74,78.21,167.8,165.54,160.58,80.51,79.93,75.33,121.98,69.44,91.18,99.43,94.91,127.91,131.16,127.62
RNF103,18.3,17.65,12.18,10.42,11.69,14.62,14.92,13.93,26.85,25.86,8.53,8.65,8.78,9.61,8.72,8.69
SAP25,2.71,4.53,0.97,1.0,0.81,3.99,4.38,4.29,5.88,4.73,0.63,0.54,0.57,0.52,0.87,0.77
DUSP27,0.14,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.8,0.01,0.0,0.01,0.0,0.0,0.0
CDH11,50.95,26.88,0.0,0.02,0.01,8.76,7.36,8.85,17.62,8.76,0.06,0.05,0.12,0.0,0.0,0.01
FAM3A,18.78,27.9,27.28,28.91,27.08,33.49,34.67,33.04,32.44,37.14,37.56,40.46,38.62,25.58,26.61,26.62
CHRD,2.98,5.5,0.0,0.0,0.0,0.27,0.29,0.28,5.53,1.32,0.02,0.03,0.02,0.02,0.0,0.0
NEDD1,7.99,5.88,10.17,9.24,10.42,22.53,21.36,22.95,4.26,4.72,7.49,6.4,7.66,11.63,10.69,10.07
POLRMT,11.94,19.06,23.88,25.23,26.62,24.84,24.78,26.52,13.18,11.07,28.5,26.34,30.31,20.98,22.03,23.71
GCNA,0.7,1.58,0.55,0.77,0.72,0.96,1.29,1.36,1.22,1.17,1.11,1.19,0.96,1.03,1.18,1.11
NIPSNAP3B,2.18,1.15,0.04,0.04,0.05,0.11,0.11,0.07,1.65,0.52,0.15,0.07,0.11,0.12,0.11,0.07
