gene_symbol,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8
SLC49A3,3.13,2.01,0.25,0.46,0.35,0.31,0.43,0.51,4.07,6.96,0.65,0.65,0.65,0.25,0.31,0.44
MPP3,1.59,2.35,4.41,4.02,4.73,2.93,2.79,3.46,2.19,1.45,3.1,2.4,2.94,3.52,3.7,3.65
POU3F3,47.08,59.38,0.0,0.0,0.0,0.09,0.05,0.06,33.3,16.68,0.0,0.0,0.0,0.0,0.0,0.01
ST20,6.12,3.12,10.72,10.29,9.68,2.47,3.99,4.14,5.17,2.26,8.72,11.53,10.34,7.99,8.64,7.52
ZNF585A,1.29,1.76,0.0,0.02,0.0,2.45,2.55,2.48,1.42,1.71,0.01,0.0,0.0,0.02,0.02,0.01
ABCB5,0.05,0.03,1.01,0.64,0.73,0.24,0.28,0.39,0.0,0.36,0.37,0.53,0.56,0.59,0.46,0.27
H2AFB3,1.09,0.71,0.25,0.0,0.05,0.05,0.11,0.0,0.3,0.09,0.0,0.0,0.11,0.0,0.0,0.0
KCNB2,0.49,0.16,0.0,0.0,0.0,0.01,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM26,30.54,50.26,19.69,18.43,15.87,23.08,24.44,25.5,51.64,44.06,19.59,23.21,18.11,15.21,18.79,17.61
ZNF16,4.65,4.9,2.96,2.79,3.12,2.05,1.77,1.55,3.13,2.59,2.47,2.13,1.91,2.65,2.36,2.43
BUB1B,15.1,8.97,22.12,21.21,21.68,22.72,23.14,21.28,4.75,0.62,8.08,7.58,8.3,21.84,20.76,21.24
TIMMDC1,48.26,38.7,61.85,57.24,50.29,28.04,27.97,25.48,46.94,44.72,43.68,53.58,43.76,54.26,54.11,55.45
SRMS,0.03,0.0,0.0,0.02,0.0,0.02,0.04,0.02,0.07,0.0,0.07,0.07,0.02,0.04,0.0,0.08
CRB3,0.0,0.07,0.22,0.21,0.22,0.19,0.06,0.19,0.12,0.13,0.04,0.19,0.18,0.36,0.14,0.07
KCNJ4,0.04,8.08,0.06,0.0,0.0,0.03,0.0,0.0,4.72,0.04,0.03,0.03,0.06,0.03,0.03,0.03
AP3M1,15.79,12.43,20.35,19.12,19.7,23.15,22.06,23.09,12.69,10.53,16.09,15.92,15.29,19.52,19.63,18.24
ASCC2,17.4,12.49,26.04,25.81,25.82,20.32,19.39,20.2,28.62,23.44,22.15,23.59,21.34,21.18,21.81,21.72
TIAM2,1.19,14.06,0.05,0.05,0.13,0.38,0.34,0.38,1.68,1.02,0.17,0.19,0.13,0.04,0.19,0.02
PRDM10,2.67,2.98,1.96,2.09,2.5,2.56,2.84,2.84,1.95,2.25,2.35,1.64,2.44,3.09,2.92,2.94
DYDC1,0.0,0.0,1.43,0.99,1.43,1.39,1.35,1.31,0.0,0.0,1.19,1.12,0.51,1.42,1.08,1.57
PSTPIP2,3.36,0.56,0.2,0.18,0.22,0.4,0.45,0.63,2.92,2.94,0.4,0.35,0.29,0.24,0.21,0.26
SBNO1,3.98,4.77,4.62,4.79,5.14,6.24,6.06,6.12,4.41,4.76,4.79,4.23,4.6,6.09,5.71,6.08
EPHX3,0.67,0.24,0.07,0.03,0.03,0.09,0.0,0.0,0.9,0.76,0.09,0.03,0.09,0.15,0.0,0.12
CALB2,0.39,2.89,7.93,9.43,8.78,0.04,0.08,0.0,3.19,0.79,57.61,67.63,61.28,26.39,23.59,25.09
C1orf43,94.37,92.92,99.3,97.14,91.91,127.29,130.86,127.83,118.98,127.48,87.68,96.34,89.48,91.92,97.67,95.44
PPP1CA,77.84,84.19,164.63,166.77,156.84,105.65,107.96,106.74,65.35,64.37,147.32,183.02,154.28,127.77,141.83,139.71
MSRB3,13.18,2.24,10.75,9.88,11.39,8.1,8.02,8.33,13.26,5.44,11.61,9.84,10.67,12.86,11.76,12.16
S1PR5,1.56,2.9,1.06,1.05,1.08,2.91,2.93,3.03,8.53,17.58,1.03,1.41,1.3,1.23,1.64,1.43
MED12L,1.8,1.68,0.23,0.15,0.25,1.2,1.16,1.14,0.73,0.3,0.44,0.24,0.42,0.35,0.28,0.19
APOBEC4,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.04,0.0,0.0,0.0,0.0,0.02
GPRC5B,110.74,177.19,0.33,0.66,0.6,14.91,14.72,15.59,245.2,163.4,0.96,0.9,1.17,1.1,1.14,1.23
TUSC1,8.94,1.46,9.62,9.02,8.48,0.02,0.02,0.0,9.62,6.02,5.1,5.66,5.14,6.1,5.67,5.77
HSD17B2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.0,0.04,0.0,0.0
GLDN,4.76,3.2,0.02,0.05,0.03,0.15,0.16,0.26,14.39,20.4,0.0,0.01,0.07,0.04,0.02,0.01
ANXA5,331.29,377.07,528.58,471.11,481.6,259.25,263.16,245.57,293.87,412.9,319.71,358.07,323.49,523.4,534.17,504.05
PUDP,6.97,4.37,14.0,14.68,13.37,2.79,3.17,2.92,7.24,7.64,6.81,5.9,5.82,10.66,10.29,10.76
GALNT6,0.85,0.72,10.8,10.66,11.07,0.36,0.6,0.47,3.79,7.39,6.25,5.42,6.44,5.95,6.07,5.82
MIGA1,4.76,5.03,3.95,3.13,3.69,10.23,10.43,10.25,6.39,9.17,3.19,2.94,2.93,3.94,4.01,4.54
SLC25A1,36.72,19.3,66.39,61.64,58.82,52.9,54.89,52.41,36.33,20.49,88.93,106.85,96.28,54.93,56.37,55.4
ZNF250,3.69,3.95,2.87,3.41,2.84,2.23,2.24,2.3,3.59,2.3,2.93,2.68,3.28,3.35,3.94,3.78
PRKD2,12.29,20.4,9.29,9.01,8.7,23.32,23.26,24.95,10.4,7.55,12.94,11.71,13.15,9.18,9.41,10.0
SLC38A8,0.0,0.26,0.04,0.07,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDOC,51.15,158.49,21.43,21.3,19.73,0.51,0.43,0.61,305.08,27.28,75.24,86.17,78.24,24.69,26.2,22.24
RGL1,13.92,17.04,5.69,5.3,6.26,7.9,8.23,8.39,21.31,26.18,6.21,4.52,5.99,5.74,4.96,4.97
CACNA2D1,4.81,4.49,4.64,4.62,5.86,2.05,1.96,2.0,5.53,4.67,3.13,2.58,3.37,5.71,5.13,4.95
INF2,35.95,12.33,57.73,62.81,59.68,12.52,13.38,13.13,46.87,60.79,53.95,49.67,53.87,49.95,51.35,51.11
PRX,2.15,1.39,0.38,0.51,0.5,1.99,1.75,1.79,3.18,1.03,0.52,0.35,0.55,0.65,0.58,0.53
BCKDHB,3.85,14.2,5.57,5.27,5.47,12.53,12.81,12.63,6.36,5.45,7.36,7.55,7.21,6.37,5.4,5.74
PCGF5,6.56,3.56,9.73,10.5,11.65,16.9,16.06,16.71,9.61,12.25,8.26,6.71,8.43,13.89,12.42,13.63
PRRC1,17.65,12.45,18.26,18.77,19.05,37.69,37.62,37.28,11.4,8.19,24.96,22.96,24.69,25.6,24.45,24.72
TLE2,4.32,8.3,0.0,0.06,0.05,2.55,2.61,2.67,2.77,2.34,0.09,0.02,0.0,0.02,0.02,0.02
APPL2,21.23,32.69,17.32,16.88,16.94,8.16,8.21,7.48,24.97,19.35,15.97,15.57,15.11,17.89,15.78,16.9
LOC105374378,0.08,0.22,0.7,0.61,0.56,0.11,0.03,0.13,0.0,0.04,1.12,1.18,1.01,0.49,0.42,0.38
DEPDC4,0.71,0.37,0.9,1.16,0.97,1.47,1.35,1.18,0.33,0.22,0.98,1.02,0.64,0.75,0.72,0.77
ZNF518B,2.65,0.38,0.01,0.0,0.0,2.66,2.72,2.63,2.18,2.03,0.02,0.02,0.0,0.02,0.02,0.01
EFCAB5,0.23,0.11,0.23,0.15,0.19,0.08,0.08,0.09,0.1,0.05,0.17,0.07,0.23,0.18,0.3,0.32
H1FOO,0.14,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.13,0.07,0.01,0.01,0.02,0.0,0.0,0.0
PKHD1,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0
GTF2I,104.85,226.48,60.29,62.69,64.8,84.55,81.02,81.89,170.72,113.75,84.21,69.35,78.99,51.27,52.55,51.67
SLC26A11,9.35,13.44,0.99,1.06,1.41,6.35,6.75,7.14,13.66,7.56,0.52,0.33,0.29,0.29,0.52,0.61
LHX1,0.0,0.16,0.93,0.83,0.89,0.91,1.0,1.24,0.02,0.12,2.93,2.79,2.61,1.58,1.47,1.16
CAMK2N2,17.31,14.15,58.11,61.04,50.55,20.35,22.41,21.72,13.41,2.36,66.53,76.14,64.04,49.91,51.05,48.93
TMIGD3,17.75,14.8,0.0,0.0,0.06,0.02,0.0,0.0,26.98,71.15,0.09,0.14,0.06,0.0,0.06,0.0
FRMPD3,3.23,7.73,0.02,0.01,0.03,0.02,0.0,0.0,3.79,0.96,0.01,0.02,0.08,0.01,0.03,0.04
BTBD10,19.38,16.77,18.01,16.28,16.29,12.27,10.52,11.35,11.66,13.06,11.97,13.02,12.88,17.21,17.99,17.77
LOC107986215,0.0,0.0,0.0,0.03,0.0,0.03,0.06,0.1,0.09,0.63,0.06,0.0,0.04,0.0,0.04,0.03
RDH13,3.96,5.45,6.07,5.41,6.04,6.65,7.14,8.07,3.12,3.37,4.44,3.87,3.35,3.98,4.44,5.32
NBEAL2,6.34,5.53,3.0,3.63,3.7,9.14,9.97,10.26,8.7,4.65,3.91,3.26,4.14,2.08,2.12,2.19
KMT2C,6.76,8.6,4.86,5.39,6.47,10.27,10.45,10.88,7.29,7.96,7.3,4.73,7.45,6.61,6.7,6.76
NLRC4,0.99,0.53,0.18,0.08,0.27,0.4,0.45,0.47,0.81,4.52,0.35,0.21,0.16,0.23,0.24,0.11
CMTM4,8.87,17.39,4.35,3.96,4.32,14.95,16.12,16.1,18.41,4.92,4.95,4.86,4.37,4.87,4.62,4.36
RNF41,22.72,16.06,10.4,11.1,10.77,10.39,11.55,10.89,12.63,8.53,11.49,11.01,11.34,12.12,11.69,11.54
UBE3A,22.8,19.6,16.97,16.73,18.31,21.44,21.21,21.16,24.69,16.52,14.94,14.64,14.02,20.39,18.02,18.18
TMEM255B,7.84,1.94,10.9,12.11,11.81,0.18,0.32,0.36,4.88,3.17,12.85,16.92,12.03,5.49,5.82,5.85
UBA6,7.73,7.17,23.02,24.31,27.32,46.85,47.2,45.79,6.83,16.34,19.71,16.97,19.26,30.32,29.37,28.93
TRIM27,41.93,31.18,14.26,14.95,14.5,24.8,23.62,22.0,26.92,21.78,9.58,9.73,9.42,13.25,12.31,12.74
MASTL,7.11,5.31,9.12,8.4,9.0,12.12,11.6,11.73,3.74,3.86,3.12,3.82,3.16,9.33,8.52,9.14
YLPM1,19.37,12.51,15.66,17.09,17.28,9.27,9.58,9.45,15.3,9.16,12.59,8.35,11.42,17.27,17.39,17.51
KCNK5,0.31,0.21,0.0,0.0,0.0,0.0,0.02,0.0,0.68,0.18,0.0,0.0,0.0,0.0,0.0,0.0
TWNK,6.09,4.77,12.15,11.67,12.31,4.38,3.51,4.31,4.46,2.58,3.86,4.86,3.97,7.6,7.64,7.18
ZNF607,2.54,3.42,0.26,0.31,0.24,2.34,2.14,2.2,2.45,2.14,0.26,0.23,0.36,0.11,0.06,0.13
CIAO1,29.89,36.18,19.6,20.5,18.75,21.05,22.78,22.55,24.39,18.14,14.44,14.17,13.9,15.1,16.09,16.3
FAM193B,26.41,28.36,6.21,5.93,5.1,27.06,29.63,28.08,19.54,24.94,9.63,9.27,10.47,7.67,8.22,8.2
NOC3L,4.27,3.31,10.07,9.66,10.16,9.95,9.56,9.8,5.87,4.43,5.44,4.78,5.3,10.06,8.98,10.8
SLC16A13,1.19,0.5,3.88,5.48,4.68,2.98,3.07,3.16,1.22,1.14,7.07,6.36,6.16,3.54,3.26,3.83
CCNE1,3.96,4.35,16.01,15.22,15.6,11.37,10.27,10.32,4.54,1.38,7.78,8.17,7.31,10.02,10.86,10.72
NUDCD1,3.96,1.28,6.16,6.36,6.48,6.69,5.85,6.02,2.18,2.14,3.94,3.57,3.73,7.52,7.22,6.86
GLYAT,0.0,0.0,0.0,0.02,0.02,0.3,0.17,0.16,0.0,0.0,0.07,0.0,0.0,0.05,0.03,0.05
TSPAN16,0.0,0.09,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FABP5,716.21,359.8,73.46,70.49,71.9,0.15,0.07,0.07,251.61,207.26,18.53,22.63,19.56,53.98,50.14,47.66
JAG1,15.24,35.49,2.74,2.9,2.84,29.73,29.66,30.08,6.38,5.82,12.06,9.2,11.55,4.49,4.67,4.51
ARSF,0.11,0.92,0.06,0.07,0.04,0.04,0.15,0.11,3.15,0.67,0.15,0.24,0.17,0.0,0.03,0.07
PLEKHH2,5.43,5.44,1.25,1.52,1.61,6.07,6.43,6.28,2.94,0.7,1.83,1.42,1.78,1.36,1.16,1.3
TOR1AIP1,25.12,30.77,16.5,16.74,15.75,26.81,25.44,26.49,31.12,17.32,13.27,10.9,12.55,15.97,15.36,14.62
PCDHGB5,5.43,0.85,0.0,0.0,0.03,0.06,0.15,0.13,4.92,1.68,0.06,0.04,0.0,0.0,0.0,0.02
ZNF292,3.14,3.3,4.94,5.29,6.34,7.12,6.79,7.14,3.3,4.35,7.95,5.75,7.5,9.37,8.73,9.62
STK32B,3.57,5.3,0.07,0.05,0.03,0.02,0.03,0.0,3.57,1.31,0.02,0.0,0.0,0.0,0.0,0.03
FAM162A,20.7,28.79,99.43,95.95,94.41,55.09,54.19,49.89,27.14,44.62,236.04,309.04,254.37,139.07,136.89,131.2
TP53,32.93,59.75,9.91,10.16,9.14,21.18,22.45,21.95,17.28,13.74,12.84,11.73,12.79,9.21,8.85,9.0
MRPS16,28.5,18.24,33.29,31.07,31.23,38.08,36.24,37.51,29.54,21.12,22.79,24.75,22.09,30.04,28.93,29.58
NPR2,10.01,11.19,9.75,9.59,8.84,3.55,3.15,3.73,10.44,2.97,10.53,9.68,9.16,5.7,6.03,5.19
GGA2,14.36,12.17,15.45,16.03,15.98,8.32,8.31,8.56,16.37,18.99,10.53,9.44,10.35,14.85,14.65,14.88
PCARE,0.01,0.1,0.0,0.0,0.01,0.0,0.0,0.01,0.09,0.03,0.0,0.01,0.01,0.0,0.0,0.0
MUC16,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
RALGDS,38.45,38.54,5.79,5.87,5.42,11.01,10.8,11.33,85.17,84.8,9.91,9.06,10.63,5.23,4.91,5.05
ADGRG5,1.45,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.74,0.37,0.16,0.12,0.08,0.0,0.0,0.03
KLHL38,0.08,0.04,2.62,2.4,2.18,0.06,0.12,0.05,0.22,0.27,1.59,1.53,1.24,2.08,2.09,1.8
ZNHIT6,6.94,6.86,4.7,4.1,4.88,7.28,8.86,8.52,6.8,7.43,2.95,2.54,3.26,4.3,4.57,4.95
APH1B,12.48,10.51,8.09,7.54,8.21,3.87,3.45,3.1,13.02,10.73,7.75,7.51,7.96,7.88,7.06,7.18
PHYH,12.26,24.26,9.53,10.08,9.94,6.74,7.71,6.89,29.64,16.81,10.32,10.23,7.78,10.04,9.93,8.89
IL20RB,0.87,0.54,2.9,3.13,2.77,0.96,0.73,0.74,0.31,0.49,8.78,9.57,9.69,2.22,2.34,1.86
U2AF1L4,7.99,9.81,9.02,8.11,6.49,11.45,12.76,10.99,12.09,12.18,6.16,7.42,6.96,5.81,7.03,5.92
CCDC88C,5.77,1.32,0.05,0.04,0.03,0.6,0.5,0.58,3.41,1.61,0.02,0.02,0.02,0.06,0.03,0.02
ARF6,20.88,10.98,30.32,29.2,28.75,21.37,22.64,22.43,19.79,24.54,23.09,22.39,22.83,29.91,28.55,31.11
PABPC1L2A,0.47,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.36,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H2BM,0.22,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.39
CLASP2,37.32,30.74,7.76,7.9,8.4,9.23,8.86,9.07,37.45,30.97,4.28,3.54,4.64,9.54,9.22,9.36
HSF2BP,0.85,1.33,1.04,0.87,0.94,0.23,0.34,0.32,0.67,0.87,0.78,0.63,0.95,0.69,0.87,0.76
MLF2,190.34,232.23,255.61,246.31,238.79,126.1,130.5,130.77,188.0,118.16,307.6,395.82,316.22,236.34,241.5,236.16
SGCA,7.88,0.7,0.1,0.0,0.05,0.0,0.1,0.0,1.86,0.9,0.13,0.18,0.15,0.22,0.05,0.24
MINAR1,0.88,0.69,0.72,0.61,0.77,1.28,1.53,1.41,0.31,0.41,0.64,0.36,0.64,1.15,0.94,0.8
PPARGC1A,0.4,1.12,0.53,0.55,0.7,4.7,4.46,4.38,2.14,0.21,1.32,1.11,1.33,0.9,0.7,0.8
ADGRD1,4.04,0.61,0.02,0.0,0.03,0.36,0.52,0.46,0.89,0.36,0.01,0.0,0.01,0.0,0.0,0.0
SLC15A3,20.08,18.56,2.19,2.03,2.05,2.86,3.38,2.92,55.67,69.38,0.78,1.09,0.56,0.86,0.94,0.93
LOC107984104,0.05,0.2,0.0,0.02,0.01,0.03,0.03,0.04,0.48,0.14,0.02,0.0,0.02,0.0,0.01,0.02
FBXL7,9.77,19.82,15.22,16.84,15.91,12.68,12.26,13.28,10.35,7.03,14.56,12.3,14.45,14.75,15.6,14.94
NDRG1,37.5,40.54,341.92,361.07,367.67,33.38,33.33,31.66,120.38,376.87,714.29,646.01,746.87,517.42,531.79,529.04
XKR4,0.94,0.18,0.0,0.01,0.0,0.32,0.31,0.44,0.26,0.05,0.0,0.0,0.0,0.0,0.0,0.0
MKRN2,17.65,22.6,16.84,16.17,16.43,19.45,19.65,19.88,15.94,11.81,10.22,9.81,10.26,17.64,15.93,17.0
CLRN1,0.0,3.56,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
RBM12B,7.68,3.07,3.65,4.43,5.23,5.52,5.93,6.45,2.94,2.04,2.96,1.67,2.3,4.98,4.72,4.71
ST6GALNAC3,3.46,2.08,0.0,0.01,0.04,3.66,3.87,3.63,9.22,10.97,0.08,0.09,0.06,0.0,0.0,0.04
107987490,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.02,0.02,0.03,0.03,0.0
ATP23,6.51,0.66,6.45,5.21,5.43,5.17,6.13,4.77,4.78,0.75,3.46,4.09,2.87,6.41,5.45,5.64
DIP2A,16.47,13.36,5.38,6.23,6.22,12.15,12.53,12.75,11.52,11.49,6.6,5.05,6.68,7.03,7.38,7.21
ADRA1B,2.39,1.49,6.42,7.08,6.8,2.72,2.72,3.15,0.96,0.16,13.12,12.98,13.73,8.09,7.66,8.09
NFU1,26.45,27.1,26.04,25.72,24.16,27.96,28.29,26.95,31.67,25.81,19.5,21.79,19.39,24.68,21.36,22.34
SLC35C1,11.93,10.09,11.87,15.68,12.84,9.01,10.56,10.88,8.61,8.54,10.67,10.77,9.22,11.39,11.37,12.0
MIA,20.84,0.81,0.0,0.1,0.1,0.33,0.11,0.33,8.4,0.27,0.11,0.0,0.0,0.21,0.22,0.0
TWIST2,0.7,0.06,2.39,3.09,2.63,0.04,0.08,0.0,0.42,0.46,2.33,1.75,2.07,1.51,1.07,1.09
POU5F1,0.74,1.84,1.11,1.41,1.66,2.3,2.09,2.22,0.98,0.58,1.38,1.51,1.3,1.04,1.28,0.95
C3orf14,17.19,6.26,24.72,23.6,22.55,0.0,0.04,0.0,17.88,11.69,12.55,14.53,11.35,20.11,19.3,17.0
ZNF142,7.35,7.89,5.58,5.86,6.05,5.91,6.18,6.54,4.49,4.67,4.47,3.12,4.43,4.27,4.38,4.62
UAP1L1,6.19,10.53,32.13,32.92,31.16,9.38,10.2,10.1,24.0,17.49,36.14,32.74,36.18,34.49,36.32,36.92
HSD17B7,8.9,9.13,8.03,7.22,6.48,15.51,16.03,15.79,6.37,13.23,6.41,8.12,6.96,8.15,8.4,8.73
SYNE2,19.02,11.94,10.55,8.96,9.36,26.47,25.67,27.14,13.4,3.72,9.24,8.08,8.21,9.92,9.65,8.94
CHD1L,15.55,18.16,19.83,20.44,20.02,14.58,14.84,15.59,21.0,24.45,16.57,17.83,14.99,20.82,20.95,19.96
IGF1,1.75,0.72,0.17,0.14,0.11,0.69,0.77,0.61,0.67,1.61,0.14,0.2,0.17,0.22,0.13,0.23
SNX3,95.72,180.39,167.22,162.54,165.28,148.26,145.57,141.67,119.5,127.17,204.65,248.09,214.37,201.98,199.59,192.11
CNIH3,1.77,5.75,10.0,10.41,10.16,0.82,0.67,0.68,1.99,1.48,6.28,6.92,6.95,11.88,12.71,12.42
GNPDA2,8.46,9.31,12.44,11.83,13.42,7.77,7.96,7.89,6.28,4.85,7.12,8.82,7.63,10.15,9.49,9.97
RPP30,10.16,6.0,18.23,17.04,16.35,13.99,15.1,13.09,8.04,8.16,7.95,9.5,7.6,16.18,16.25,14.77
ELOVL3,0.2,0.03,2.06,1.92,1.77,0.83,0.67,0.52,0.13,0.05,2.9,3.01,2.16,2.27,1.74,1.73
BAIAP2L2,2.14,1.45,0.16,0.17,0.04,0.1,0.21,0.17,4.02,0.8,0.09,0.21,0.13,0.06,0.03,0.2
BOLA3,43.28,29.11,44.79,46.12,42.49,47.26,50.41,40.25,38.59,24.61,31.57,40.93,35.5,40.39,38.69,33.88
ISM1,0.75,0.65,2.18,2.33,2.4,0.06,0.11,0.04,1.76,0.0,0.48,0.51,0.46,1.11,1.14,1.06
KRTAP5-9,0.13,0.26,0.1,0.09,0.04,0.04,0.05,0.0,0.43,0.06,0.09,0.09,0.13,0.09,0.05,0.04
RBMXL2,0.07,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.05
SLC39A1,61.75,65.23,57.85,59.43,55.86,70.26,74.21,70.6,56.06,62.28,48.66,56.52,52.25,49.95,52.56,48.58
MED18,5.91,6.07,15.37,13.99,13.38,12.0,11.27,10.5,6.96,7.75,13.57,13.53,10.91,13.99,13.88,12.55
TAS2R45,0.22,0.01,0.0,0.0,0.11,0.0,0.0,0.11,0.23,0.04,0.0,0.0,0.21,0.0,0.04,0.0
SPEM2,0.27,0.04,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0
PPM1H,4.83,3.26,0.11,0.1,0.12,0.38,0.52,0.4,9.83,6.23,0.14,0.11,0.13,0.08,0.05,0.06
HOXC9,0.15,0.73,0.04,0.03,0.03,1.85,2.0,2.29,0.0,0.14,0.03,0.11,0.03,0.0,0.04,0.0
MRPL50,17.71,11.93,30.69,31.77,26.54,10.06,10.13,9.89,13.5,15.39,18.56,20.72,16.83,28.96,26.15,28.04
TREML4,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
GFOD2,15.57,15.05,7.12,8.15,7.06,12.83,12.72,12.76,12.39,6.1,7.6,8.19,7.14,9.27,8.62,9.05
NCBP2-AS2,19.4,14.28,14.7,14.0,14.29,33.87,33.46,31.54,16.74,6.95,14.57,17.02,14.4,15.25,17.12,16.86
MAN1C1,10.5,10.49,0.3,0.36,0.34,0.41,0.29,0.35,13.03,32.81,0.41,0.6,0.8,0.19,0.24,0.27
GNS,45.76,39.39,71.93,74.22,77.42,40.25,39.94,39.88,32.49,67.64,91.67,74.39,87.43,86.06,86.4,85.85
HS6ST1,19.31,32.12,5.93,5.88,6.27,21.55,21.3,21.85,17.24,14.07,4.64,3.97,5.16,4.21,4.51,5.02
TBRG1,15.73,13.67,10.54,11.08,10.93,10.55,10.6,10.49,15.66,16.1,7.52,7.01,7.11,8.45,8.59,8.55
FBXO28,8.52,8.36,9.62,8.98,9.46,8.45,7.88,8.47,6.59,8.8,5.75,5.2,5.37,8.6,8.2,8.41
MLEC,34.23,54.7,78.27,79.03,87.04,41.27,40.29,41.76,36.0,25.67,87.48,70.83,81.49,98.81,97.57,97.13
RCAN2,9.37,11.95,0.02,0.02,0.0,0.09,0.05,0.06,13.58,23.51,0.0,0.0,0.0,0.0,0.02,0.0
MIF,646.98,267.54,804.09,796.01,740.5,4.92,3.86,5.36,338.8,900.0,1078.65,1359.84,1232.37,811.7,911.72,880.79
ITGB8,13.24,33.58,1.08,1.0,1.13,23.51,24.23,25.34,9.09,10.49,1.75,1.43,1.59,1.18,1.34,1.36
TRAPPC6B,12.38,5.65,4.81,4.52,4.58,7.62,7.48,6.61,14.91,10.29,4.17,3.92,4.88,5.23,5.42,5.12
FAM104B,11.07,21.85,7.91,6.32,6.36,4.47,5.4,4.38,17.69,11.94,7.09,10.34,7.73,8.43,7.7,6.78
SFTPB,0.05,0.02,0.6,0.49,0.43,0.35,0.38,0.47,0.03,0.05,0.55,0.8,0.52,0.31,0.51,0.57
ARHGEF2,77.26,46.24,35.69,37.17,37.88,33.22,33.67,33.85,47.17,65.06,54.47,47.89,55.09,46.01,47.26,48.77
TTC39C,13.52,3.04,8.78,8.23,8.58,1.05,1.46,1.35,5.21,2.57,10.03,8.86,9.26,7.89,8.98,9.07
TCEAL4,60.18,56.76,59.43,56.99,58.62,52.13,53.55,48.02,77.15,77.26,65.78,73.31,61.26,75.29,68.03,70.17
LOC107987248,0.26,0.0,0.09,0.0,0.0,0.13,0.08,0.0,0.15,0.0,0.08,0.08,0.0,0.0,0.0,0.08
MMP17,28.8,7.64,3.75,3.96,3.99,10.22,11.41,9.49,21.12,1.76,5.24,5.31,3.97,3.19,2.56,2.93
LOC107986596,0.18,0.3,0.24,0.34,0.13,0.36,0.26,0.44,0.17,0.02,0.88,0.86,0.75,0.44,0.52,0.42
ZNF101,2.96,2.71,3.23,2.8,3.32,5.75,5.08,5.69,2.02,2.87,2.21,2.57,2.0,2.89,2.63,3.16
PHF21B,2.82,3.13,0.14,0.21,0.07,0.08,0.1,0.17,2.92,0.87,0.22,0.26,0.31,0.3,0.33,0.27
RHPN2,5.34,11.95,1.11,1.07,1.52,15.46,15.4,16.1,7.77,2.75,2.56,2.23,2.61,1.85,1.48,1.78
FAM53C,15.47,19.07,15.84,16.35,16.5,13.77,13.8,14.67,14.04,11.42,14.78,13.23,16.35,17.73,17.68,17.92
NPIPA5,47.65,65.29,12.9,12.8,12.74,11.19,13.87,9.84,45.11,17.76,12.54,15.98,12.25,16.57,14.28,15.03
MS4A15,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA4G,5.94,2.12,0.18,0.38,0.42,0.55,0.56,0.63,3.32,0.89,0.31,0.14,0.44,0.36,0.34,0.3
LIPT2,0.65,1.28,0.8,0.7,0.73,0.69,0.68,0.52,1.11,0.52,0.75,0.72,0.6,0.67,1.01,0.81
LRIG1,27.1,139.18,26.41,27.67,27.44,33.62,32.62,32.89,46.0,41.2,32.9,24.76,32.61,32.32,34.99,32.76
CSTA,2.18,0.39,0.9,0.25,0.63,0.13,0.2,0.0,6.94,10.58,0.07,0.2,0.07,0.06,0.07,0.06
TTC19,25.75,30.42,15.86,15.96,16.45,43.41,43.06,42.94,17.73,9.77,14.37,13.06,13.57,10.17,10.61,10.45
DIS3L2,9.73,11.39,5.56,5.74,5.55,5.91,5.9,6.01,8.86,5.9,6.91,6.27,6.47,4.5,5.18,5.07
